ID,Type,Sub type,Price,NetHabitableSurface(msq),BedroomCount,Province,Region,PostCode,street,Floor,RegionCode,IsIsolated,HasSeaView,SchoolDistance,ShopDistance,TransportDistance,NetHabitableSurface,TotalRoomCount,HasAttic,HasBasement,HasDiningRoom,BuildingCondition,ConstructionYear,FacadeCount,HasLift,FloodZoneType,HeatingType,IsDoubleGlaze,HasBalcony,HasGarden,GardenArea,KitchekType,LivingRoomArea
8775818,APARTMENT,APARTMENT,,60.0,1,Liège,Wallonie,4000,Boulevard Frere - Orban,1,WALLONIE,URBAN,,0.0,0.0,0.0,60,,,,True,AS_NEW,2020,,True,,GAS,True,,,,,
8775820,APARTMENT,APARTMENT,,69.0,2,Liège,Wallonie,4000,Boulevard Frere - Orban,1,WALLONIE,URBAN,,0.0,0.0,0.0,69,,,,True,AS_NEW,2020,,True,,GAS,True,,,,,
8775821,APARTMENT,APARTMENT,,70.0,2,Liège,Wallonie,4000,Boulevard Frere - Orban,2,WALLONIE,URBAN,,0.0,0.0,0.0,70,,,,True,AS_NEW,2020,,True,,GAS,True,,,,,
8775822,APARTMENT,DUPLEX,,119.0,2,Liège,Wallonie,4000,Boulevard Frere - Orban,4,WALLONIE,URBAN,,0.0,0.0,0.0,119,,,,True,AS_NEW,2020,,True,,GAS,True,,,,,
8775823,APARTMENT,APARTMENT,,65.0,2,Liège,Wallonie,4000,Boulevard Frere - Orban,5,WALLONIE,URBAN,,0.0,0.0,0.0,65,,,,True,AS_NEW,,,True,,GAS,True,,,,,
8775824,APARTMENT,DUPLEX,,119.0,2,Liège,Wallonie,4000,Boulevard Frere - Orban,2,WALLONIE,URBAN,,0.0,0.0,0.0,119,,,,True,AS_NEW,2020,,True,,GAS,True,,,,,
8775825,APARTMENT,DUPLEX,,120.0,2,Liège,Wallonie,4000,Boulevard Frere - Orban,2,WALLONIE,URBAN,,0.0,0.0,0.0,120,,,,True,AS_NEW,2020,,True,,GAS,True,,,,,
8775826,APARTMENT,TRIPLEX,,152.0,3,Liège,Wallonie,4000,Boulevard Frere - Orban,,WALLONIE,URBAN,,0.0,0.0,0.0,152,,,,True,AS_NEW,2020,,,,GAS,True,,,,,
8775828,APARTMENT,PENTHOUSE,,207.0,4,Liège,Wallonie,4000,Boulevard Frere - Orban,8,WALLONIE,URBAN,,0.0,0.0,0.0,207,,,,True,AS_NEW,2020,,True,,GAS,True,,,,,
8776149,HOUSE,HOUSE,,,3,Luxembourg,Wallonie,6780,rue d'Aubange,,WALLONIE,ISOLATED,,0.0,0.0,0.0,,,True,,True,TO_RENOVATE,,4,,,FUELOIL,True,,True,3000,NOT_INSTALLED,16
8776404,APARTMENT,FLAT_STUDIO,169000,,,West Flanders,Flanders,8301,Zeedijk,1,FLANDERS,RESIDENTIAL,,0.0,0.0,0.0,,,,,,,,,,,GAS,,,,,,
8776844,APARTMENT,APARTMENT,,87.0,2,Flemish Brabant,Flanders,1785,Spiegellaan - August De Boeckstraat,1,FLANDERS,COUNTRY,,0.0,0.0,0.0,87,,,,,,2019,2,True,NON_FLOOD_ZONE,GAS,,,,,,
8777312,HOUSE,HOUSE,58000,,2,Hainaut,Wallonie,7340,,,WALLONIE,,,,,,,,,True,,,,,,,,,,,,NOT_INSTALLED,
8777425,HOUSE,HOUSE,143000,150.0,2,Hainaut,Wallonie,7340,,,WALLONIE,,,,,,150,,,True,,,,,,,,,,,,NOT_INSTALLED,
8777606,APARTMENT,APARTMENT,,81.0,2,Brussels,Brussels,1070,,,BRUSSELS,,,,,,81,,,,,,,4,,,,,,True,,,
8777794,HOUSE,HOUSE,,163.0,3,Hainaut,Wallonie,7700,,,WALLONIE,,,,,,163,,True,,,AS_NEW,2015,2,,,GAS,True,,True,115,INSTALLED,11
8778104,HOUSE,HOUSE,185000,,4,Hainaut,Wallonie,7340,,,WALLONIE,,,,,,,,,,,,,,,,,,,,,NOT_INSTALLED,
8778299,HOUSE,HOUSE,,185.0,3,Limburg,Flanders,3724,Kerkveldweg,,FLANDERS,,,0.0,0.0,0.0,185,,,True,,GOOD,1957,3,,NON_FLOOD_ZONE,,True,,True,142,INSTALLED,16
8778315,HOUSE,HOUSE,,270.0,5,East Flanders,Flanders,9200,Ouburg,,FLANDERS,,,0.0,0.0,0.0,270,,,,,GOOD,1990,3,,NON_FLOOD_ZONE,,,,True,,,
8778325,HOUSE,VILLA,,175.0,4,Walloon Brabant,Wallonie,1330,,,WALLONIE,,,,,,175,,,True,,GOOD,1970,4,,,FUELOIL,True,,True,1140,HYPER_EQUIPPED,14
8778574,HOUSE,HOUSE,,145.0,3,Liège,Wallonie,4300,rue Stanislas Fleussu,,WALLONIE,RESIDENTIAL,,0.0,0.0,0.0,145,,,True,,GOOD,,3,,,FUELOIL,True,,,,SEMI_EQUIPPED,
8778695,HOUSE,HOUSE,,100.0,2,Walloon Brabant,Wallonie,1350,,,WALLONIE,,,,,,100,,,,,,,3,,,FUELOIL,True,,,,SEMI_EQUIPPED,13
8778696,HOUSE,MIXED_USE_BUILDING,,100.0,2,Walloon Brabant,Wallonie,1350,,,WALLONIE,,,,,,100,,,,,,,3,,,FUELOIL,True,,,,SEMI_EQUIPPED,13
8778892,APARTMENT,APARTMENT,,90.0,2,Liège,Wallonie,4020,Quai de Longdoz,4,WALLONIE,URBAN,,400.0,300.0,0.0,90,,,True,,AS_NEW,,3,True,,GAS,True,,,,INSTALLED,7
8779393,HOUSE,HOUSE,,263.0,4,Limburg,Flanders,3590,Grendelbaan,,FLANDERS,URBAN,,0.0,0.0,0.0,263,,,,,GOOD,1965,4,,NON_FLOOD_ZONE,,True,,True,,INSTALLED,24
8779449,APARTMENT,APARTMENT,835000,98.0,2,West Flanders,Flanders,8301,Jozef Nellenslaan,5,FLANDERS,,,0.0,0.0,0.0,98,,,True,,GOOD,,2,,NON_FLOOD_ZONE,,True,,,,INSTALLED,
8779457,APARTMENT,FLAT_STUDIO,,42.0,,West Flanders,Flanders,8300,Lippenslaan,4,FLANDERS,,,0.0,0.0,0.0,42,,,True,,GOOD,1966,2,True,NON_FLOOD_ZONE,,,,,,INSTALLED,
8779460,APARTMENT,APARTMENT,,42.0,,West Flanders,Flanders,8301,Krommedijk,6,FLANDERS,,,0.0,0.0,0.0,42,,,,,,1974,2,,NON_FLOOD_ZONE,ELECTRIC,True,,,,INSTALLED,
8779462,APARTMENT,APARTMENT,,42.0,,West Flanders,Flanders,8301,Krommedijk,4,FLANDERS,,,0.0,0.0,0.0,42,,,,,,1972,2,,NON_FLOOD_ZONE,ELECTRIC,True,,,,INSTALLED,
8779656,APARTMENT,APARTMENT,,73.0,1,West Flanders,Flanders,8540,Schoolstraat,3,FLANDERS,,,0.0,0.0,0.0,73,,,,,,2020,,True,,,,,,,,
8779657,APARTMENT,FLAT_STUDIO,,36.0,,West Flanders,Flanders,8540,Schoolstraat,3,FLANDERS,,,0.0,0.0,0.0,36,,,,,,2020,,True,,,,,,,,
8779660,APARTMENT,APARTMENT,349500,121.0,2,West Flanders,Flanders,8540,Schoolstraat,1,FLANDERS,,,0.0,0.0,0.0,121,,,,,,2020,,True,,,,,,,,
8779661,APARTMENT,APARTMENT,338500,120.0,2,West Flanders,Flanders,8540,Schoolstraat,1,FLANDERS,,,0.0,0.0,0.0,120,,,,,,2020,,True,,,,,,,,
8779662,APARTMENT,APARTMENT,282500,104.0,2,West Flanders,Flanders,8540,Schoolstraat,,FLANDERS,,,0.0,0.0,0.0,104,,,,,,2020,,True,,GAS,,,,,,
8779664,APARTMENT,APARTMENT,,52.0,1,West Flanders,Flanders,8540,Schoolstraat,3,FLANDERS,,,0.0,0.0,0.0,52,,,,,,2020,,True,,,,,,,,
8779670,APARTMENT,APARTMENT,282500,104.0,2,West Flanders,Flanders,8540,Schoolstraat,,FLANDERS,,,0.0,0.0,0.0,104,,,,,,2020,,True,,,,,,,,
8779734,APARTMENT,APARTMENT,,114.0,3,West Flanders,Flanders,8800,Noordhof,4,FLANDERS,,,0.0,0.0,0.0,114,,,,,,,,True,,,,,True,,,
8779735,APARTMENT,APARTMENT,,120.0,3,West Flanders,Flanders,8800,Noordhof,4,FLANDERS,,,0.0,0.0,0.0,120,,,,,,,,True,,,,,True,,,
8779736,APARTMENT,APARTMENT,,101.0,2,West Flanders,Flanders,8800,Noordhof,2,FLANDERS,,,0.0,0.0,0.0,101,,,,,,,,True,,,,,True,,,
8779737,APARTMENT,APARTMENT,,81.0,2,West Flanders,Flanders,8800,Noordhof,1,FLANDERS,,,0.0,0.0,0.0,81,,,,,,,,True,,,,,True,,,
8779738,APARTMENT,PENTHOUSE,,148.0,3,West Flanders,Flanders,8800,Noordhof,4,FLANDERS,,,0.0,0.0,0.0,148,,,,,,,,True,,,,,True,,,
8779822,HOUSE,BUNGALOW,,185.0,4,East Flanders,Flanders,9150,Meeuwenlaan,,FLANDERS,,,0.0,0.0,0.0,185,,,,,GOOD,1982,,,NON_FLOOD_ZONE,,,,,,,
8780168,HOUSE,MANSION,,190.0,4,Antwerp,Flanders,2018,Bolwerkstraat,,FLANDERS,,,0.0,0.0,0.0,190,,,True,True,GOOD,,2,,NON_FLOOD_ZONE,GAS,True,,,,,
8780170,HOUSE,COUNTRY_COTTAGE,,125.0,3,West Flanders,Flanders,8600,Iepersteenweg,,FLANDERS,,,0.0,0.0,0.0,125,,,,,TO_RENOVATE,,4,,POSSIBLE_FLOOD_ZONE,ELECTRIC,True,,,,,
8780307,HOUSE,HOUSE,,95.0,3,Liège,Wallonie,4432,,,WALLONIE,,,,,,95,,,,,GOOD,,3,,,FUELOIL,True,,True,500,INSTALLED,
8780668,APARTMENT,APARTMENT,,95.0,1,Brussels,Brussels,1000,,1,BRUSSELS,,,,,,95,,,,,,,,,,,,,,,,
8780669,APARTMENT,APARTMENT,,108.0,2,Brussels,Brussels,1000,,1,BRUSSELS,,,,,,108,,,,,,,,,,,,,,,,
8780670,APARTMENT,APARTMENT,,97.0,2,Brussels,Brussels,1000,,2,BRUSSELS,,,,,,97,,,,,,,,,,,,,,,,
8780671,APARTMENT,APARTMENT,,97.0,2,Brussels,Brussels,1000,,2,BRUSSELS,,,,,,97,,,,,,,,,,,,,,,,
8780672,APARTMENT,APARTMENT,,85.0,1,Brussels,Brussels,1000,,1,BRUSSELS,,,,,,85,,,,,,,,,,,,,,,,
8780673,APARTMENT,APARTMENT,,70.0,1,Brussels,Brussels,1000,,3,BRUSSELS,,,,,,70,,,,,,,,,,,,,,,,
8780674,APARTMENT,APARTMENT,,98.0,2,Brussels,Brussels,1000,,3,BRUSSELS,,,,,,98,,,,,,,,,,,,,,,,
8780675,APARTMENT,APARTMENT,,98.0,2,Brussels,Brussels,1000,,3,BRUSSELS,,,,,,98,,,,,,,,,,,,,,,,
8780676,APARTMENT,APARTMENT,,97.0,2,Brussels,Brussels,1000,,2,BRUSSELS,,,,,,97,,,,,,,,,,,,,,,,
8780677,APARTMENT,APARTMENT,,76.0,1,Brussels,Brussels,1000,,2,BRUSSELS,,,,,,76,,,,,,,,,,,,,,,,
8780678,APARTMENT,APARTMENT,,74.0,1,Brussels,Brussels,1000,,2,BRUSSELS,,,,,,74,,,,,,,,,,,,,,,,
8780681,APARTMENT,APARTMENT,,75.0,1,Brussels,Brussels,1000,,2,BRUSSELS,,,,,,75,,,,,,,,,,,,,,,,
8780682,APARTMENT,APARTMENT,,107.0,2,Brussels,Brussels,1000,,1,BRUSSELS,,,,,,107,,,,,,,,,,,,,,,,
8780683,APARTMENT,APARTMENT,,96.0,2,Brussels,Brussels,1000,,3,BRUSSELS,,,,,,96,,,,,,,,,,,,,,,,
8780684,APARTMENT,APARTMENT,,66.0,1,Brussels,Brussels,1000,,3,BRUSSELS,,,,,,66,,,,,,,,,,,,,,,,
8780685,APARTMENT,APARTMENT,429000,154.0,2,Brussels,Brussels,1000,,4,BRUSSELS,,,,,,154,,,,,,,,,,,,,,,,
8780686,APARTMENT,APARTMENT,414000,148.0,2,Brussels,Brussels,1000,,4,BRUSSELS,,,,,,148,,,,,,,,,,,,,,,,
8780687,APARTMENT,APARTMENT,434000,156.0,2,Brussels,Brussels,1000,,4,BRUSSELS,,,,,,156,,,,,,,,,,,,,,,,
8780688,APARTMENT,APARTMENT,,95.0,1,Brussels,Brussels,1000,,1,BRUSSELS,,,,,,95,,,,,,,,,,,,,,,,
8780689,APARTMENT,APARTMENT,,70.0,1,Brussels,Brussels,1000,,3,BRUSSELS,,,,,,70,,,,,,,,,,,,,,,,
8780690,APARTMENT,APARTMENT,,92.0,1,Brussels,Brussels,1000,,1,BRUSSELS,,,,,,92,,,,,,,,,,,,,,,,
8780692,APARTMENT,GROUND_FLOOR,452000,132.0,3,Brussels,Brussels,1140,Rue des Deux Maisons,,BRUSSELS,,,0.0,0.0,0.0,132,,,,,AS_NEW,,,,,,,,,,,
8780693,APARTMENT,GROUND_FLOOR,391400,99.0,2,Brussels,Brussels,1140,Rue des Deux Maisons,,BRUSSELS,,,0.0,0.0,0.0,99,,,,,AS_NEW,,,,,,,,,,,
8780694,APARTMENT,APARTMENT,,100.0,2,Brussels,Brussels,1140,Rue des Deux Maisons,1,BRUSSELS,,,0.0,0.0,0.0,100,,,,,,,,,,,,,,,,
8780695,APARTMENT,APARTMENT,,80.0,1,Brussels,Brussels,1140,Rue des Deux Maisons,1,BRUSSELS,,,0.0,0.0,0.0,80,,,,,AS_NEW,,,,,,,,,,,
8780696,APARTMENT,APARTMENT,,101.0,2,Brussels,Brussels,1140,Rue des Deux Maisons,1,BRUSSELS,,,0.0,0.0,0.0,101,,,,,AS_NEW,,,,,,,,,,,
8780697,APARTMENT,APARTMENT,370000,122.0,3,Brussels,Brussels,1140,Rue des Deux Maisons,1,BRUSSELS,,,0.0,0.0,0.0,122,,,,,,,,,,,,,,,,
8780698,APARTMENT,APARTMENT,,96.0,2,Brussels,Brussels,1140,Rue des Deux Maisons,1,BRUSSELS,,,0.0,0.0,0.0,96,,,,,,,,,,,,,,,,
8780699,APARTMENT,APARTMENT,,100.0,2,Brussels,Brussels,1140,Rue des Deux Maisons,2,BRUSSELS,,,0.0,0.0,0.0,100,,,,,AS_NEW,,,,,,,,,,,
8780700,APARTMENT,APARTMENT,,80.0,1,Brussels,Brussels,1140,Rue des Deux Maisons,2,BRUSSELS,,,0.0,0.0,0.0,80,,,,,,,,,,,,,,,,
8780701,APARTMENT,APARTMENT,,101.0,2,Brussels,Brussels,1140,Rue des Deux Maisons,2,BRUSSELS,,,0.0,0.0,0.0,101,,,,,,,,,,,,,,,,
8780702,APARTMENT,APARTMENT,,122.0,3,Brussels,Brussels,1140,Rue des Deux Maisons,2,BRUSSELS,,,0.0,0.0,0.0,122,,,,,,,,,,,,,,,,
8780703,APARTMENT,APARTMENT,,70.0,1,Brussels,Brussels,1140,Rue des Deux Maisons,2,BRUSSELS,,,0.0,0.0,0.0,70,,,,,,,,,,,,,,,,
8780704,APARTMENT,APARTMENT,,94.0,2,Brussels,Brussels,1140,Rue des Deux Maisons,2,BRUSSELS,,,0.0,0.0,0.0,94,,,,,AS_NEW,,,,,,,,,,,
8780705,APARTMENT,APARTMENT,315000,100.0,2,Brussels,Brussels,1140,Rue des Deux Maisons,3,BRUSSELS,,,0.0,0.0,0.0,100,,,,,AS_NEW,,,,,,,,,,,
8780706,APARTMENT,APARTMENT,,76.0,1,Brussels,Brussels,1140,Rue des Deux Maisons,3,BRUSSELS,,,0.0,0.0,0.0,76,,,,,AS_NEW,,,,,,,,,,,
8780707,APARTMENT,APARTMENT,,101.0,2,Brussels,Brussels,1140,Rue des Deux Maisons,3,BRUSSELS,,,0.0,0.0,0.0,101,,,,,,,,,,,,,,,,
8780708,APARTMENT,APARTMENT,,122.0,3,Brussels,Brussels,1140,Rue des Deux Maisons,3,BRUSSELS,,,0.0,0.0,0.0,122,,,,,AS_NEW,,,,,,,,,,,
8780709,APARTMENT,DUPLEX,,76.0,1,Brussels,Brussels,1140,,3,BRUSSELS,,,,,,76,,,,,AS_NEW,,,,,,,,,,,
8780710,APARTMENT,APARTMENT,,95.0,1,Brussels,Brussels,1140,Rue des Deux Maisons,3,BRUSSELS,,,0.0,0.0,0.0,95,,,,,AS_NEW,,,,,,,,,,,
8780711,APARTMENT,PENTHOUSE,350000,107.0,2,Brussels,Brussels,1140,Rue des Deux Maisons,4,BRUSSELS,,,0.0,0.0,0.0,107,,,,,AS_NEW,,,,,,,,,,,
8780712,APARTMENT,PENTHOUSE,399000,109.0,3,Brussels,Brussels,1140,Rue des Deux Maisons,4,BRUSSELS,,,0.0,0.0,0.0,109,,,,,AS_NEW,,,,,,,,,,,
8780713,APARTMENT,PENTHOUSE,,79.0,1,Brussels,Brussels,1140,Rue des Deux Maisons,4,BRUSSELS,,,0.0,0.0,0.0,79,,,,,AS_NEW,,,,,,,,,,,
8780807,HOUSE,HOUSE,,190.0,3,Antwerp,Flanders,2490,Vredelaan,,FLANDERS,,,0.0,0.0,0.0,190,,,,,AS_NEW,,,,NON_FLOOD_ZONE,GAS,True,,True,,HYPER_EQUIPPED,12
8780808,HOUSE,HOUSE,,160.0,3,Antwerp,Flanders,2490,Vredelaan,,FLANDERS,,,0.0,0.0,0.0,160,,,,,AS_NEW,,,,NON_FLOOD_ZONE,GAS,True,,True,,HYPER_EQUIPPED,11
8780809,HOUSE,HOUSE,,160.0,3,Antwerp,Flanders,2490,Vredelaan,,FLANDERS,,,0.0,0.0,0.0,160,,,,,AS_NEW,,,,NON_FLOOD_ZONE,GAS,True,,True,,HYPER_EQUIPPED,10
8780881,HOUSE,HOUSE,,120.0,3,Liège,Wallonie,4000,Clos des Houyeux,,WALLONIE,ISOLATED,,0.0,0.0,0.0,120,,True,,,GOOD,2006,2,,,FUELOIL,True,,,,INSTALLED,11
8780980,HOUSE,HOUSE,,,3,Limburg,Flanders,3680,Parkstraat,,FLANDERS,,,0.0,0.0,0.0,,,,True,,,1953,4,,NON_FLOOD_ZONE,,,,,,INSTALLED,10
8781056,APARTMENT,APARTMENT,,,1,Flemish Brabant,Flanders,3060,Het Blok,2,FLANDERS,,,0.0,0.0,0.0,,,,,,AS_NEW,,,,,GAS,,,,,INSTALLED,
8781057,APARTMENT,APARTMENT,,,1,Flemish Brabant,Flanders,3060,Het Blok,2,FLANDERS,,,0.0,0.0,0.0,,,,,,AS_NEW,,,,,GAS,,,,,INSTALLED,
8781059,APARTMENT,APARTMENT,,,1,Flemish Brabant,Flanders,3060,Het Blok,1,FLANDERS,,,0.0,0.0,0.0,,,,,,AS_NEW,,,,,GAS,,,,,INSTALLED,
8781060,APARTMENT,GROUND_FLOOR,,124.0,2,Flemish Brabant,Flanders,3060,Het Blok,,FLANDERS,,,0.0,0.0,0.0,124,,,,,AS_NEW,,,,,GAS,,,,,INSTALLED,
8781061,APARTMENT,APARTMENT,,,1,Flemish Brabant,Flanders,3060,Het Blok,1,FLANDERS,,,0.0,0.0,0.0,,,,,,AS_NEW,,,,,GAS,,,,,INSTALLED,
8781062,APARTMENT,FLAT_STUDIO,,,3,Flemish Brabant,Flanders,3060,Het Blok,,FLANDERS,,,0.0,0.0,0.0,,,,,,AS_NEW,,,,,GAS,,,,,INSTALLED,
8781206,HOUSE,APARTMENT_BLOCK,,230.0,8,Liège,Wallonie,4820,,,WALLONIE,,,,,,230,,True,True,,TO_BE_DONE_UP,,2,,,GAS,True,,,,,18
8781221,HOUSE,HOUSE,,140.0,3,Antwerp,Flanders,2400,Diepestraat,,FLANDERS,,,0.0,0.0,0.0,140,,True,True,,TO_BE_DONE_UP,,,,NON_FLOOD_ZONE,,,,True,,SEMI_EQUIPPED,13
8781509,APARTMENT,DUPLEX,281500,120.0,2,Limburg,Flanders,3630,Dokter Haubenlaan,,FLANDERS,URBAN,,500.0,500.0,0.0,120,,,True,,AS_NEW,2016,4,,,GAS,True,,True,42,INSTALLED,8
8781625,HOUSE,HOUSE,,92.0,,Luxembourg,Wallonie,6750,rue du Centre,,WALLONIE,COUNTRY,,0.0,0.0,0.0,92,,,,,,,3,,,,,,,,NOT_INSTALLED,
8781626,HOUSE,HOUSE,,284.0,1,Luxembourg,Wallonie,6780,Domaine du Lac,,WALLONIE,RESIDENTIAL,,0.0,0.0,0.0,284,4,,,,GOOD,2000,3,,,,True,,,,INSTALLED,
8781868,APARTMENT,APARTMENT,,100.0,2,Flemish Brabant,Flanders,3000,Augustijnenstraat,,FLANDERS,URBAN,,0.0,0.0,0.0,100,,,,,AS_NEW,,2,,,,,,True,52,INSTALLED,
8781869,APARTMENT,DUPLEX,,60.0,1,Flemish Brabant,Flanders,3000,Augustijnenstraat,1,FLANDERS,URBAN,,0.0,0.0,0.0,60,,,,,AS_NEW,,2,,,,,,,,INSTALLED,
8781870,APARTMENT,DUPLEX,,31.0,1,Flemish Brabant,Flanders,3000,Augustijnenstraat,1,FLANDERS,URBAN,,0.0,0.0,0.0,31,,,,,AS_NEW,,2,,,,,,,,INSTALLED,
8781873,APARTMENT,FLAT_STUDIO,,26.0,1,Flemish Brabant,Flanders,3000,Augustijnenstraat,1,FLANDERS,URBAN,,0.0,0.0,0.0,26,,,,,AS_NEW,,2,,,,,,,,INSTALLED,
8781876,APARTMENT,FLAT_STUDIO,,49.0,1,Flemish Brabant,Flanders,3000,Augustijnenstraat,1,FLANDERS,URBAN,,0.0,0.0,0.0,49,,,,,AS_NEW,,2,,,,,,,,INSTALLED,
8781878,APARTMENT,FLAT_STUDIO,,33.0,1,Flemish Brabant,Flanders,3000,Augustijnenstraat,1,FLANDERS,URBAN,,0.0,0.0,0.0,33,,,,,AS_NEW,,2,,,,,,,,INSTALLED,
8781879,APARTMENT,FLAT_STUDIO,,29.0,1,Flemish Brabant,Flanders,3000,Augustijnenstraat,2,FLANDERS,URBAN,,0.0,0.0,0.0,29,,,,,AS_NEW,,2,,,,,,,,INSTALLED,
8781880,APARTMENT,FLAT_STUDIO,,41.0,1,Flemish Brabant,Flanders,3000,Augustijnenstraat,2,FLANDERS,URBAN,,0.0,0.0,0.0,41,,,,,AS_NEW,,2,,,,,,,,INSTALLED,
8781881,APARTMENT,FLAT_STUDIO,,68.0,1,Flemish Brabant,Flanders,3000,Augustijnenstraat,2,FLANDERS,URBAN,,0.0,0.0,0.0,68,,,,,AS_NEW,,2,,,,,,,,INSTALLED,
8781882,APARTMENT,FLAT_STUDIO,,42.0,1,Flemish Brabant,Flanders,3000,Augustijnenstraat,2,FLANDERS,URBAN,,0.0,0.0,0.0,42,,,,,AS_NEW,,2,,,,,,,,INSTALLED,
8781978,HOUSE,HOUSE,,,4,West Flanders,Flanders,8820,Aartrijkestraat,,FLANDERS,,,0.0,0.0,0.0,,,,,,GOOD,2020,3,,,,,,,,,
8781979,HOUSE,HOUSE,,,4,West Flanders,Flanders,8820,Aartrijkestraat,,FLANDERS,,,0.0,0.0,0.0,,,,,,GOOD,2020,2,,,,,,,,,
8781980,HOUSE,HOUSE,,,4,West Flanders,Flanders,8820,Aartrijkestraat,,FLANDERS,,,0.0,0.0,0.0,,,,,,GOOD,2020,2,,,,,,,,,
8781981,HOUSE,HOUSE,298000,,4,West Flanders,Flanders,8820,Aartrijkestraat,,FLANDERS,,,0.0,0.0,0.0,,,,,,GOOD,2020,2,,,,,,,,,
8781982,HOUSE,HOUSE,297000,,4,West Flanders,Flanders,8820,Aartrijkestraat,,FLANDERS,,,0.0,0.0,0.0,,,,,,GOOD,2020,2,,,,,,,,,
8781983,HOUSE,HOUSE,295000,,4,West Flanders,Flanders,8820,Aartrijkestraat,,FLANDERS,,,0.0,0.0,0.0,,,,,,GOOD,2020,2,,,,,,,,,
8782270,APARTMENT,FLAT_STUDIO,,42.0,,West Flanders,Flanders,8620,St. Bernardusplein,8,FLANDERS,URBAN,,0.0,0.0,0.0,42,,,True,,,1979,,True,NON_FLOOD_ZONE,GAS,True,,True,,HYPER_EQUIPPED,
8782290,HOUSE,HOUSE,,259.0,5,East Flanders,Flanders,9300,Pachthofstraat,,FLANDERS,,,0.0,0.0,0.0,259,,True,True,,TO_BE_DONE_UP,1969,,,,FUELOIL,True,,,,,16
8782392,APARTMENT,APARTMENT,,46.0,1,West Flanders,Flanders,8620,,3,FLANDERS,,,,,,46,,,,True,AS_NEW,1998,,True,NON_FLOOD_ZONE,,,,True,,,
8782454,HOUSE,HOUSE,,280.0,3,Flemish Brabant,Flanders,1570,,,FLANDERS,,,,,,280,,,,,TO_RENOVATE,,3,,POSSIBLE_FLOOD_ZONE,FUELOIL,,,True,2500,SEMI_EQUIPPED,21
8782793,HOUSE,HOUSE,321485,,3,West Flanders,Flanders,8750,Heilig Sacramentstraat,,FLANDERS,,,0.0,0.0,0.0,,,,,,,,2,,NON_FLOOD_ZONE,GAS,True,,,,,
8782794,HOUSE,HOUSE,359106,,4,West Flanders,Flanders,8750,Heilig Sacramentstraat,,FLANDERS,,,0.0,0.0,0.0,,,,,,,,3,,NON_FLOOD_ZONE,GAS,True,,,,,
8782795,HOUSE,HOUSE,,,4,West Flanders,Flanders,8750,Heilig Sacramentstraat,,FLANDERS,,,0.0,0.0,0.0,,,,,,,,2,,NON_FLOOD_ZONE,GAS,True,,,,,
8782796,HOUSE,HOUSE,366343,,4,West Flanders,Flanders,8750,Heilig Sacramentstraat,,FLANDERS,,,0.0,0.0,0.0,,,,,,,,3,,NON_FLOOD_ZONE,GAS,True,,,,,
8782797,HOUSE,HOUSE,,,3,West Flanders,Flanders,8750,Heilig Sacramentstraat,,FLANDERS,,,0.0,0.0,0.0,,,,,,,,3,,NON_FLOOD_ZONE,GAS,True,,,,,
8782798,HOUSE,HOUSE,,,3,West Flanders,Flanders,8750,Heilig Sacramentstraat,,FLANDERS,,,0.0,0.0,0.0,,,,,,,,3,,NON_FLOOD_ZONE,GAS,True,,,,,
8782800,HOUSE,HOUSE,,,3,West Flanders,Flanders,8750,Heilig Sacramentstraat,,FLANDERS,,,0.0,0.0,0.0,,,,,,,,3,,NON_FLOOD_ZONE,GAS,True,,,,,
8782801,HOUSE,HOUSE,,,3,West Flanders,Flanders,8750,Heilig Sacramentstraat,,FLANDERS,,,0.0,0.0,0.0,,,,,,,,3,,NON_FLOOD_ZONE,GAS,True,,,,,
8782802,HOUSE,HOUSE,,,3,West Flanders,Flanders,8750,Heilig Sacramentstraat,,FLANDERS,,,0.0,0.0,0.0,,,,,,,,3,,NON_FLOOD_ZONE,GAS,True,,,,,
8782803,HOUSE,HOUSE,,,3,West Flanders,Flanders,8750,Heilig Sacramentstraat,,FLANDERS,,,0.0,0.0,0.0,,,,,,,,2,,NON_FLOOD_ZONE,GAS,True,,,,,
8782804,HOUSE,HOUSE,,,3,West Flanders,Flanders,8750,Heilig Sacramentstraat,,FLANDERS,,,0.0,0.0,0.0,,,,,,,,2,,NON_FLOOD_ZONE,GAS,True,,,,,
8782805,HOUSE,HOUSE,,,3,West Flanders,Flanders,8750,Heilig Sacramentstraat,,FLANDERS,,,0.0,0.0,0.0,,,,,,,,3,,NON_FLOOD_ZONE,GAS,True,,,,,
8782806,HOUSE,HOUSE,395701,,3,West Flanders,Flanders,8750,Heilig Sacramentstraat,,FLANDERS,,,0.0,0.0,0.0,,,,,,,,4,,NON_FLOOD_ZONE,GAS,True,,,,,
8782818,HOUSE,VILLA,,125.0,4,Liège,Wallonie,4950,,,WALLONIE,,,,,,125,,True,True,,AS_NEW,,4,,,FUELOIL,True,,True,1800,,
8782863,HOUSE,APARTMENT_BLOCK,435000,150.0,7,Liège,Wallonie,4000,rue auguste buisseret,,WALLONIE,,,100.0,200.0,0.0,150,,,,,GOOD,,2,,,,True,,True,56,,
