ID,Type,Sub type,Price,NetHabitableSurface(msq),BedroomCount,Province,Region,PostCode,street,Floor,RegionCode,IsIsolated,HasSeaView,SchoolDistance,ShopDistance,TransportDistance,NetHabitableSurface,TotalRoomCount,HasAttic,HasBasement,HasDiningRoom,BuildingCondition,ConstructionYear,FacadeCount,HasLift,FloodZoneType,HeatingType,IsDoubleGlaze,HasBalcony,HasGarden,GardenArea,KitchekType,LivingRoomArea
8988825,HOUSE,HOUSE,,165.0,3,Antwerp,Flanders,2300,Hertoginstraat,,FLANDERS,,,0.0,0.0,0.0,165,,,,,AS_NEW,2020,3,,NON_FLOOD_ZONE,GAS,,,True,76,,
8988826,HOUSE,HOUSE,,108.0,3,Antwerp,Flanders,2300,Hertoginstraat,,FLANDERS,,,0.0,0.0,0.0,108,,,,,,2020,3,,NON_FLOOD_ZONE,GAS,,,,,,
8988828,HOUSE,HOUSE,,107.0,3,Antwerp,Flanders,2300,Hertoginstraat,,FLANDERS,,,0.0,0.0,0.0,107,,,,,,2020,2,,NON_FLOOD_ZONE,GAS,,,,,,
8988829,HOUSE,HOUSE,,108.0,3,Antwerp,Flanders,2300,Hertoginstraat,,FLANDERS,,,0.0,0.0,0.0,108,,,,,,2020,3,,,GAS,,,,,,
8988830,HOUSE,HOUSE,,121.0,3,Antwerp,Flanders,2300,Hertoginstraat,,FLANDERS,,,0.0,0.0,0.0,121,,,,,,2020,3,,,GAS,,,True,83,,
8988831,HOUSE,HOUSE,,117.0,3,Antwerp,Flanders,2300,Hertoginstraat,,FLANDERS,,,0.0,0.0,0.0,117,,,,,,2020,2,,,GAS,,,True,81,,
8988832,HOUSE,HOUSE,,117.0,3,Antwerp,Flanders,2300,Hertoginstraat,,FLANDERS,,,0.0,0.0,0.0,117,,,,,,2020,2,,,GAS,,,True,80,,
8988833,HOUSE,HOUSE,,117.0,3,Antwerp,Flanders,2300,Hertoginstraat,,FLANDERS,,,0.0,0.0,0.0,117,,,,,,2020,2,,,GAS,,,True,80,,
8988834,HOUSE,HOUSE,,114.0,3,Antwerp,Flanders,2300,Hertoginstraat,,FLANDERS,,,0.0,0.0,0.0,114,,,,,,2020,2,,,GAS,,,True,79,,
8988835,HOUSE,HOUSE,,111.0,3,Antwerp,Flanders,2300,Hertoginstraat,,FLANDERS,,,0.0,0.0,0.0,111,,,,,,2020,3,,,GAS,,,True,81,,
8988837,HOUSE,HOUSE,,104.0,3,Antwerp,Flanders,2300,Hertoginstraat,,FLANDERS,,,0.0,0.0,0.0,104,,,,,,2020,2,,,GAS,,,True,49,,
8988838,HOUSE,HOUSE,,104.0,3,Antwerp,Flanders,2300,Hertoginstraat,,FLANDERS,,,0.0,0.0,0.0,104,,,,,,2020,2,,,GAS,,,True,48,,
8988839,HOUSE,HOUSE,,104.0,3,Antwerp,Flanders,2300,Hertoginstraat,,FLANDERS,,,0.0,0.0,0.0,104,,,,,,2020,2,,,GAS,,,True,48,,
8988840,HOUSE,HOUSE,,104.0,3,Antwerp,Flanders,2300,Hertoginstraat,,FLANDERS,,,0.0,0.0,0.0,104,,,,,,2020,2,,,GAS,,,True,48,,
8988841,HOUSE,HOUSE,,106.0,3,Antwerp,Flanders,2300,Hertoginstraat,,FLANDERS,,,0.0,0.0,0.0,106,,,,,,2020,3,,,GAS,,,True,50,,
8988842,HOUSE,HOUSE,,114.0,3,Antwerp,Flanders,2300,Hertoginstraat,,FLANDERS,,,0.0,0.0,0.0,114,,,,,,2020,3,,,GAS,,,True,53,,
8988843,HOUSE,HOUSE,,110.0,3,Antwerp,Flanders,2300,Hertoginstraat,,FLANDERS,,,0.0,0.0,0.0,110,,,,,,2020,2,,,GAS,,,True,51,,
8988844,HOUSE,HOUSE,,110.0,3,Antwerp,Flanders,2300,Hertoginstraat,,FLANDERS,,,0.0,0.0,0.0,110,,,,,,2020,2,,,GAS,,,True,51,,
8989024,APARTMENT,APARTMENT,,59.0,1,Flemish Brabant,Flanders,3111,Max Havelaarplein,1,FLANDERS,,,0.0,0.0,0.0,59,,,,,,,,True,NON_FLOOD_ZONE,,,,,,,
8989137,HOUSE,HOUSE,,177.0,3,Antwerp,Flanders,2350,Nijverheidstraat,,FLANDERS,,,0.0,0.0,0.0,177,,True,True,,AS_NEW,2020,3,,NON_FLOOD_ZONE,GAS,True,,,,USA_HYPER_EQUIPPED,
8989138,HOUSE,HOUSE,,177.0,3,Antwerp,Flanders,2350,Nijverheidstraat,,FLANDERS,,,0.0,0.0,0.0,177,,True,True,,AS_NEW,2020,3,,NON_FLOOD_ZONE,GAS,True,,,,USA_HYPER_EQUIPPED,
8989139,HOUSE,HOUSE,,177.0,3,Antwerp,Flanders,2350,Nijverheidstraat,,FLANDERS,,,0.0,0.0,0.0,177,,True,True,,AS_NEW,2020,3,,NON_FLOOD_ZONE,GAS,True,,,,USA_HYPER_EQUIPPED,
8989140,HOUSE,HOUSE,,177.0,3,Antwerp,Flanders,2350,Nijverheidstraat,,FLANDERS,,,0.0,0.0,0.0,177,,True,True,,AS_NEW,2020,3,,NON_FLOOD_ZONE,GAS,True,,,,USA_HYPER_EQUIPPED,
8989141,HOUSE,HOUSE,,177.0,3,Antwerp,Flanders,2350,Nijverheidstraat,,FLANDERS,,,0.0,0.0,0.0,177,,True,True,,AS_NEW,2020,3,,NON_FLOOD_ZONE,GAS,True,,,,USA_HYPER_EQUIPPED,
8989142,HOUSE,HOUSE,,177.0,3,Antwerp,Flanders,2350,Nijverheidstraat,,FLANDERS,,,0.0,0.0,0.0,177,,,,,AS_NEW,2020,3,,NON_FLOOD_ZONE,GAS,True,,,,USA_HYPER_EQUIPPED,
8989143,HOUSE,HOUSE,,178.0,3,Antwerp,Flanders,2350,Nijverheidstraat,,FLANDERS,,,0.0,0.0,0.0,178,,True,True,,AS_NEW,2020,3,,NON_FLOOD_ZONE,GAS,True,,,,USA_HYPER_EQUIPPED,
8989144,HOUSE,HOUSE,,177.0,3,Antwerp,Flanders,2350,Nijverheidstraat,,FLANDERS,,,0.0,0.0,0.0,177,,True,True,,AS_NEW,2020,3,,NON_FLOOD_ZONE,GAS,True,,,,USA_HYPER_EQUIPPED,
8989145,HOUSE,HOUSE,,177.0,3,Antwerp,Flanders,2350,Nijverheidstraat,,FLANDERS,,,0.0,0.0,0.0,177,,True,True,,AS_NEW,2020,3,,NON_FLOOD_ZONE,GAS,True,,,,USA_HYPER_EQUIPPED,
8989146,HOUSE,HOUSE,,178.0,3,Antwerp,Flanders,2350,Nijverheidstraat,,FLANDERS,,,0.0,0.0,0.0,178,,True,True,,AS_NEW,2020,3,,NON_FLOOD_ZONE,GAS,True,,,,USA_HYPER_EQUIPPED,
8989147,HOUSE,HOUSE,,124.0,3,Antwerp,Flanders,2350,Nijverheidstraat,,FLANDERS,,,0.0,0.0,0.0,124,,True,True,,AS_NEW,2019,3,,NON_FLOOD_ZONE,GAS,True,,,,USA_HYPER_EQUIPPED,
8989148,HOUSE,HOUSE,,124.0,3,Antwerp,Flanders,2350,Nijverheidstraat,,FLANDERS,,,0.0,0.0,0.0,124,,True,True,,AS_NEW,2019,3,,NON_FLOOD_ZONE,GAS,True,,,,,
8989150,HOUSE,HOUSE,,124.0,3,Antwerp,Flanders,2350,Nijverheidstraat,,FLANDERS,,,0.0,0.0,0.0,124,,True,True,,AS_NEW,2019,3,,NON_FLOOD_ZONE,GAS,True,,,,USA_HYPER_EQUIPPED,
8989152,HOUSE,HOUSE,,124.0,3,Antwerp,Flanders,2350,Nijverheidstraat,,FLANDERS,,,0.0,0.0,0.0,124,,True,True,,AS_NEW,2019,3,,NON_FLOOD_ZONE,GAS,True,,,,USA_HYPER_EQUIPPED,
8989153,HOUSE,HOUSE,,173.0,3,Antwerp,Flanders,2350,Nijverheidstraat,,FLANDERS,,,0.0,0.0,0.0,173,,True,True,,AS_NEW,2020,3,,NON_FLOOD_ZONE,GAS,True,,,,USA_HYPER_EQUIPPED,
8989155,HOUSE,HOUSE,,173.0,3,Antwerp,Flanders,2350,Nijverheidstraat,,FLANDERS,,,0.0,0.0,0.0,173,,True,True,,AS_NEW,2020,3,,NON_FLOOD_ZONE,GAS,True,,,,USA_HYPER_EQUIPPED,
8989156,HOUSE,HOUSE,,173.0,3,Antwerp,Flanders,2350,Nijverheidstraat,,FLANDERS,,,0.0,0.0,0.0,173,,True,True,,AS_NEW,2020,3,,NON_FLOOD_ZONE,GAS,True,,,,USA_HYPER_EQUIPPED,
8989157,HOUSE,HOUSE,,173.0,3,Antwerp,Flanders,2350,Nijverheidstraat,,FLANDERS,,,0.0,0.0,0.0,173,,True,True,,AS_NEW,2020,3,,NON_FLOOD_ZONE,GAS,True,,,,USA_HYPER_EQUIPPED,
8989486,HOUSE,HOUSE,,149.0,3,Hainaut,Wallonie,7618,Rue du Temple,,WALLONIE,RESIDENTIAL,,0.0,0.0,0.0,149,,,,,,,3,,,,True,,,,NOT_INSTALLED,
8989512,APARTMENT,FLAT_STUDIO,,48.0,1,Flemish Brabant,Flanders,3000,Tessenstraat,3,FLANDERS,URBAN,,0.0,0.0,0.0,48,,,,,GOOD,1972,2,,NON_FLOOD_ZONE,,,,,,INSTALLED,
8989554,HOUSE,VILLA,,264.0,3,East Flanders,Flanders,9260,Groeneweg,,FLANDERS,COUNTRY,,0.0,0.0,0.0,264,,,,,,1992,4,,NON_FLOOD_ZONE,,,,,,INSTALLED,17
8989643,APARTMENT,FLAT_STUDIO,,,1,West Flanders,Flanders,8301,,,FLANDERS,,,,,,,,,,,,,,,NON_FLOOD_ZONE,,,,,,,
8989847,APARTMENT,APARTMENT,285000,94.0,2,Antwerp,Flanders,2900,Eethuisstraat,2,FLANDERS,URBAN,,0.0,0.0,0.0,94,,,,,,2022,,True,POSSIBLE_FLOOD_ZONE,,True,,True,,,
8989848,APARTMENT,APARTMENT,,93.0,2,Antwerp,Flanders,2900,Eethuisstraat,2,FLANDERS,URBAN,,0.0,0.0,0.0,93,,,,,,2022,,True,NON_FLOOD_ZONE,,True,,,,,
8989849,APARTMENT,APARTMENT,,93.0,2,Antwerp,Flanders,2900,Eethuisstraat,1,FLANDERS,URBAN,,0.0,0.0,0.0,93,,,,,,2022,,True,NON_FLOOD_ZONE,,True,,,,,
8989850,APARTMENT,APARTMENT,265000,96.0,2,Antwerp,Flanders,2900,Eethuisstraat,2,FLANDERS,URBAN,,0.0,0.0,0.0,96,,,,,,2022,,True,POSSIBLE_FLOOD_ZONE,,True,,,,,
8989851,APARTMENT,APARTMENT,,53.0,1,Antwerp,Flanders,2900,Eethuisstraat,2,FLANDERS,URBAN,,0.0,0.0,0.0,53,,,,,,2022,,True,NON_FLOOD_ZONE,,True,,,,,
8989852,APARTMENT,APARTMENT,,53.0,1,Antwerp,Flanders,2900,Eethuisstraat,2,FLANDERS,URBAN,,0.0,0.0,0.0,53,,,,,,2022,,True,NON_FLOOD_ZONE,,True,,,,,
8989853,APARTMENT,APARTMENT,,53.0,1,Antwerp,Flanders,2900,Eethuisstraat,1,FLANDERS,URBAN,,0.0,0.0,0.0,53,,,,,,2022,,True,NON_FLOOD_ZONE,,True,,,,,
8989854,APARTMENT,APARTMENT,,94.0,2,Antwerp,Flanders,2900,Eethuisstraat,1,FLANDERS,URBAN,,0.0,0.0,0.0,94,,,,,,2022,,True,,,True,,True,,,
8989855,APARTMENT,APARTMENT,,53.0,1,Antwerp,Flanders,2900,Eethuisstraat,1,FLANDERS,URBAN,,0.0,0.0,0.0,53,,,,,,2022,,True,NON_FLOOD_ZONE,,True,,,,,
8989856,APARTMENT,APARTMENT,257000,96.0,2,Antwerp,Flanders,2900,Eethuisstraat,1,FLANDERS,URBAN,,0.0,0.0,0.0,96,,,,,,2022,,True,NON_FLOOD_ZONE,,True,,,,,
8989857,APARTMENT,APARTMENT,299250,106.0,3,Antwerp,Flanders,2900,Eethuisstraat,2,FLANDERS,URBAN,,0.0,0.0,0.0,106,,,,,,2022,,True,POSSIBLE_FLOOD_ZONE,,True,,,,,
8989858,APARTMENT,APARTMENT,,87.0,2,Antwerp,Flanders,2900,Eethuisstraat,,FLANDERS,URBAN,,0.0,0.0,0.0,87,,,,,,2022,,True,NON_FLOOD_ZONE,,True,,True,,,
8989859,APARTMENT,APARTMENT,294000,106.0,3,Antwerp,Flanders,2900,Eethuisstraat,1,FLANDERS,URBAN,,0.0,0.0,0.0,106,,,,,,2022,,True,POSSIBLE_FLOOD_ZONE,,True,,,,,
8989860,APARTMENT,APARTMENT,,90.0,2,Antwerp,Flanders,2900,Eethuisstraat,,FLANDERS,URBAN,,0.0,0.0,0.0,90,,,,,,2022,,True,NON_FLOOD_ZONE,,True,,True,,,
8989861,APARTMENT,APARTMENT,,123.0,3,Antwerp,Flanders,2900,Eethuisstraat,,FLANDERS,,,0.0,0.0,0.0,123,,,,,,2022,,True,NON_FLOOD_ZONE,,True,,True,,,
8989862,APARTMENT,APARTMENT,,97.0,2,Antwerp,Flanders,2900,Eethuisstraat,,FLANDERS,URBAN,,0.0,0.0,0.0,97,,,,,,2022,,True,NON_FLOOD_ZONE,,True,,True,,,
8989935,HOUSE,HOUSE,,186.0,3,Limburg,Flanders,3520,Katschotseweg,,FLANDERS,,,0.0,0.0,0.0,186,,,True,True,TO_BE_DONE_UP,1972,4,,RECOGNIZED_FLOOD_ZONE,FUELOIL,True,,,,,
8989938,APARTMENT,APARTMENT,,87.0,2,Limburg,Flanders,3500,Vredestraat,2,FLANDERS,,,0.0,0.0,0.0,87,,,,,GOOD,2016,2,True,NON_FLOOD_ZONE,GAS,True,,,,,
8989973,HOUSE,HOUSE,,167.0,6,Liège,Wallonie,4000,Rue du Thier à Liège,,WALLONIE,,,0.0,0.0,0.0,167,,,True,,TO_RENOVATE,,,,,,,,True,,,18
8989986,APARTMENT,GROUND_FLOOR,,93.0,2,Antwerp,Flanders,2300,Kwakkelstraat,,FLANDERS,,,0.0,0.0,0.0,93,,,True,,AS_NEW,2018,,True,NON_FLOOD_ZONE,GAS,True,,,,HYPER_EQUIPPED,
8989987,APARTMENT,GROUND_FLOOR,,90.0,2,Antwerp,Flanders,2300,Kwakkelstraat,,FLANDERS,,,0.0,0.0,0.0,90,,,True,,AS_NEW,2018,,True,NON_FLOOD_ZONE,GAS,True,,,,HYPER_EQUIPPED,
8989988,APARTMENT,GROUND_FLOOR,,65.0,1,Antwerp,Flanders,2300,Kwakkelstraat,,FLANDERS,,,0.0,0.0,0.0,65,,,True,,AS_NEW,2018,,True,NON_FLOOD_ZONE,GAS,True,,,,HYPER_EQUIPPED,
8989989,APARTMENT,GROUND_FLOOR,,91.0,2,Antwerp,Flanders,2300,Kwakkelstraat,,FLANDERS,,,0.0,0.0,0.0,91,,,True,,AS_NEW,2018,,True,NON_FLOOD_ZONE,GAS,True,,True,26,HYPER_EQUIPPED,
8989990,APARTMENT,GROUND_FLOOR,,68.0,1,Antwerp,Flanders,2300,Kwakkelstraat,,FLANDERS,,,0.0,0.0,0.0,68,,,True,,AS_NEW,2018,,True,NON_FLOOD_ZONE,GAS,True,,,,HYPER_EQUIPPED,
8989991,APARTMENT,GROUND_FLOOR,,93.0,2,Antwerp,Flanders,2300,Kwakkelstraat,,FLANDERS,,,0.0,0.0,0.0,93,,,True,,AS_NEW,2018,,True,NON_FLOOD_ZONE,GAS,True,,,,HYPER_EQUIPPED,
8989992,APARTMENT,GROUND_FLOOR,,90.0,2,Antwerp,Flanders,2300,Kwakkelstraat,,FLANDERS,,,0.0,0.0,0.0,90,,,True,,AS_NEW,2018,,True,NON_FLOOD_ZONE,GAS,True,,,,HYPER_EQUIPPED,
8989993,APARTMENT,GROUND_FLOOR,,65.0,1,Antwerp,Flanders,2300,Kwakkelstraat,,FLANDERS,,,0.0,0.0,0.0,65,,,True,,AS_NEW,2018,,True,NON_FLOOD_ZONE,GAS,True,,,,HYPER_EQUIPPED,
8989994,APARTMENT,GROUND_FLOOR,,91.0,2,Antwerp,Flanders,2300,Kwakkelstraat,,FLANDERS,,,0.0,0.0,0.0,91,,,True,,AS_NEW,2018,,True,NON_FLOOD_ZONE,GAS,True,,,,HYPER_EQUIPPED,
8989995,APARTMENT,GROUND_FLOOR,,68.0,1,Antwerp,Flanders,2300,Kwakkelstraat,,FLANDERS,,,0.0,0.0,0.0,68,,,True,,AS_NEW,2018,,True,NON_FLOOD_ZONE,GAS,True,,,,HYPER_EQUIPPED,
8989996,APARTMENT,APARTMENT,,93.0,2,Antwerp,Flanders,2300,Kwakkelstraat,1,FLANDERS,,,0.0,0.0,0.0,93,,,True,,AS_NEW,2018,,True,NON_FLOOD_ZONE,GAS,True,,,,HYPER_EQUIPPED,
8989997,APARTMENT,APARTMENT,,90.0,2,Antwerp,Flanders,2300,Kwakkelstraat,1,FLANDERS,,,0.0,0.0,0.0,90,,,True,,AS_NEW,2018,,True,NON_FLOOD_ZONE,GAS,True,,,,HYPER_EQUIPPED,
8989998,APARTMENT,APARTMENT,,65.0,1,Antwerp,Flanders,2300,Kwakkelstraat,1,FLANDERS,,,0.0,0.0,0.0,65,,,True,,AS_NEW,2018,,True,NON_FLOOD_ZONE,GAS,True,,,,HYPER_EQUIPPED,
8989999,APARTMENT,APARTMENT,,91.0,2,Antwerp,Flanders,2300,Kwakkelstraat,1,FLANDERS,,,0.0,0.0,0.0,91,,,True,,AS_NEW,2018,,True,NON_FLOOD_ZONE,GAS,True,,,,HYPER_EQUIPPED,
8990000,APARTMENT,APARTMENT,,68.0,1,Antwerp,Flanders,2300,Kwakkelstraat,1,FLANDERS,,,0.0,0.0,0.0,68,,,True,,AS_NEW,2018,,True,NON_FLOOD_ZONE,GAS,True,,,,HYPER_EQUIPPED,
8990001,APARTMENT,APARTMENT,,93.0,2,Antwerp,Flanders,2300,Kwakkelstraat,1,FLANDERS,,,0.0,0.0,0.0,93,,,True,,AS_NEW,2018,,True,NON_FLOOD_ZONE,GAS,True,,,,HYPER_EQUIPPED,
8990002,APARTMENT,APARTMENT,,90.0,2,Antwerp,Flanders,2300,Kwakkelstraat,1,FLANDERS,,,0.0,0.0,0.0,90,,,True,,AS_NEW,2018,,True,NON_FLOOD_ZONE,GAS,True,,,,HYPER_EQUIPPED,
8990003,APARTMENT,APARTMENT,,65.0,1,Antwerp,Flanders,2300,Kwakkelstraat,1,FLANDERS,,,0.0,0.0,0.0,65,,,True,,AS_NEW,2018,,True,NON_FLOOD_ZONE,GAS,True,,,,HYPER_EQUIPPED,
8990004,APARTMENT,APARTMENT,,91.0,2,Antwerp,Flanders,2300,Kwakkelstraat,1,FLANDERS,,,0.0,0.0,0.0,91,,,True,,AS_NEW,2018,,True,NON_FLOOD_ZONE,GAS,True,,,,HYPER_EQUIPPED,
8990005,APARTMENT,APARTMENT,,68.0,1,Antwerp,Flanders,2300,Kwakkelstraat,1,FLANDERS,,,0.0,0.0,0.0,68,,,True,,AS_NEW,2018,,True,NON_FLOOD_ZONE,GAS,True,,,,HYPER_EQUIPPED,
8990006,APARTMENT,APARTMENT,,93.0,2,Antwerp,Flanders,2300,Kwakkelstraat,2,FLANDERS,,,0.0,0.0,0.0,93,,,True,,AS_NEW,2018,,True,NON_FLOOD_ZONE,GAS,True,,,,HYPER_EQUIPPED,
8990007,APARTMENT,APARTMENT,,90.0,2,Antwerp,Flanders,2300,Kwakkelstraat,2,FLANDERS,,,0.0,0.0,0.0,90,,,True,,AS_NEW,2018,,True,NON_FLOOD_ZONE,GAS,True,,,,HYPER_EQUIPPED,
8990008,APARTMENT,APARTMENT,,65.0,1,Antwerp,Flanders,2300,Kwakkelstraat,2,FLANDERS,,,0.0,0.0,0.0,65,,,True,,AS_NEW,2018,,True,NON_FLOOD_ZONE,GAS,True,,,,HYPER_EQUIPPED,
8990009,APARTMENT,APARTMENT,,91.0,2,Antwerp,Flanders,2300,Kwakkelstraat,2,FLANDERS,,,0.0,0.0,0.0,91,,,True,,AS_NEW,2018,,True,NON_FLOOD_ZONE,GAS,True,,,,HYPER_EQUIPPED,
8990010,APARTMENT,APARTMENT,,68.0,1,Antwerp,Flanders,2300,Kwakkelstraat,2,FLANDERS,,,0.0,0.0,0.0,68,,,True,,AS_NEW,2018,,True,NON_FLOOD_ZONE,GAS,True,,,,HYPER_EQUIPPED,
8990011,APARTMENT,APARTMENT,,93.0,2,Antwerp,Flanders,2300,Kwakkelstraat,2,FLANDERS,,,0.0,0.0,0.0,93,,,True,,AS_NEW,2018,,True,NON_FLOOD_ZONE,GAS,True,,,,HYPER_EQUIPPED,
8990012,APARTMENT,APARTMENT,,90.0,2,Antwerp,Flanders,2300,Kwakkelstraat,2,FLANDERS,,,0.0,0.0,0.0,90,,,True,,AS_NEW,2018,,True,NON_FLOOD_ZONE,GAS,True,,,,HYPER_EQUIPPED,
8990013,APARTMENT,APARTMENT,,65.0,1,Antwerp,Flanders,2300,Kwakkelstraat,2,FLANDERS,,,0.0,0.0,0.0,65,,,True,,AS_NEW,2018,,True,NON_FLOOD_ZONE,GAS,True,,,,HYPER_EQUIPPED,
8990014,APARTMENT,APARTMENT,,91.0,2,Antwerp,Flanders,2300,Kwakkelstraat,2,FLANDERS,,,0.0,0.0,0.0,91,,,True,,AS_NEW,2018,,True,NON_FLOOD_ZONE,GAS,True,,,,HYPER_EQUIPPED,
8990015,APARTMENT,APARTMENT,,68.0,1,Antwerp,Flanders,2300,Kwakkelstraat,2,FLANDERS,,,0.0,0.0,0.0,68,,,True,,AS_NEW,2018,,True,NON_FLOOD_ZONE,GAS,True,,,,HYPER_EQUIPPED,
8990426,APARTMENT,APARTMENT,,96.0,2,Antwerp,Flanders,2380,Grote Baan,,FLANDERS,,,0.0,0.0,0.0,96,,,,,AS_NEW,2019,,,,,,,,,,
8990427,APARTMENT,APARTMENT,,105.0,2,Antwerp,Flanders,2380,Grote Baan,2,FLANDERS,RESIDENTIAL,,500.0,50.0,0.0,105,,,True,,AS_NEW,2019,,True,NON_FLOOD_ZONE,GAS,True,,,,INSTALLED,
8990515,APARTMENT,APARTMENT,,75.0,2,West Flanders,Flanders,8400,Raversijdestraat,,FLANDERS,,,0.0,0.0,0.0,75,,,,,,1973,2,True,NON_FLOOD_ZONE,,True,,,,INSTALLED,6
8990552,APARTMENT,APARTMENT,,82.0,2,West Flanders,Flanders,8860,,,FLANDERS,,,,,,82,,,,,AS_NEW,,2,,,,True,,,,,
8990553,HOUSE,HOUSE,,161.0,4,West Flanders,Flanders,8501,,,FLANDERS,,,,,,161,,,,,,2019,2,,NON_FLOOD_ZONE,,True,,,,,
8990702,HOUSE,HOUSE,,172.0,3,East Flanders,Flanders,9100,Kleibeekstraat,,FLANDERS,RESIDENTIAL,,500.0,200.0,100.0,172,,True,,True,AS_NEW,2019,2,,NON_FLOOD_ZONE,SOLAR,True,,True,75,HYPER_EQUIPPED,12
8990723,APARTMENT,APARTMENT,,97.0,2,Limburg,Flanders,3840,Stationsplein,3,FLANDERS,,,0.0,0.0,0.0,97,,,,,,2021,,True,NON_FLOOD_ZONE,GAS,True,,,,INSTALLED,
8990726,APARTMENT,APARTMENT,269928,106.0,2,Limburg,Flanders,3840,Stationsplein,,FLANDERS,,,0.0,0.0,0.0,106,,,,,,2021,,True,NON_FLOOD_ZONE,GAS,True,,True,50,INSTALLED,
8990727,APARTMENT,APARTMENT,275760,107.0,2,Limburg,Flanders,3840,Stationsplein,,FLANDERS,,,0.0,0.0,0.0,107,,,,,,2021,,True,NON_FLOOD_ZONE,GAS,True,,True,55,INSTALLED,
8990728,APARTMENT,APARTMENT,,100.0,2,Limburg,Flanders,3840,Stationsplein,,FLANDERS,,,0.0,0.0,0.0,100,,,,,,2021,,True,NON_FLOOD_ZONE,GAS,True,,True,47,INSTALLED,
8990729,APARTMENT,APARTMENT,,107.0,2,Limburg,Flanders,3840,Stationsplein,,FLANDERS,,,0.0,0.0,0.0,107,,,,,,2021,,True,NON_FLOOD_ZONE,GAS,True,,True,39,INSTALLED,
8990731,APARTMENT,APARTMENT,,106.0,2,Limburg,Flanders,3840,Stationsplein,,FLANDERS,,,0.0,0.0,0.0,106,,,,,,2021,,True,NON_FLOOD_ZONE,GAS,True,,True,31,INSTALLED,
8990732,APARTMENT,APARTMENT,264788,106.0,2,Limburg,Flanders,3840,Stationsplein,,FLANDERS,,,0.0,0.0,0.0,106,,,,,,2021,,True,NON_FLOOD_ZONE,GAS,True,,True,45,INSTALLED,
8990733,APARTMENT,APARTMENT,269137,107.0,2,Limburg,Flanders,3840,Stationsplein,,FLANDERS,,,0.0,0.0,0.0,107,,,,,,2021,,True,NON_FLOOD_ZONE,GAS,True,,True,45,INSTALLED,
8990734,APARTMENT,APARTMENT,,100.0,2,Limburg,Flanders,3840,Stationsplein,,FLANDERS,,,0.0,0.0,0.0,100,,,,,,2021,,True,NON_FLOOD_ZONE,GAS,True,,True,37,INSTALLED,
8990735,APARTMENT,APARTMENT,303413,115.0,2,Limburg,Flanders,3840,Stationsplein,,FLANDERS,,,0.0,0.0,0.0,115,,,,,,2021,,True,NON_FLOOD_ZONE,GAS,True,,True,40,INSTALLED,
8990736,APARTMENT,APARTMENT,313065,119.0,2,Limburg,Flanders,3840,Stationsplein,,FLANDERS,,,0.0,0.0,0.0,119,,,,,,2021,,True,NON_FLOOD_ZONE,GAS,True,,True,42,INSTALLED,
8990737,APARTMENT,APARTMENT,289444,123.0,3,Limburg,Flanders,3840,Stationsplein,1,FLANDERS,,,0.0,0.0,0.0,123,,,,,,2021,,True,NON_FLOOD_ZONE,GAS,True,,,,INSTALLED,
8990739,APARTMENT,APARTMENT,250955,106.0,2,Limburg,Flanders,3840,Stationsplein,1,FLANDERS,,,0.0,0.0,0.0,106,,,,,,2021,,True,NON_FLOOD_ZONE,GAS,True,,,,INSTALLED,
8990740,APARTMENT,APARTMENT,253842,107.0,2,Limburg,Flanders,3840,Stationsplein,1,FLANDERS,,,0.0,0.0,0.0,107,,,,,,2021,,True,NON_FLOOD_ZONE,GAS,True,,,,INSTALLED,
8990741,APARTMENT,APARTMENT,,100.0,2,Limburg,Flanders,3840,Stationsplein,1,FLANDERS,,,0.0,0.0,0.0,100,,,,,,2021,,True,NON_FLOOD_ZONE,GAS,True,,,,INSTALLED,
8990745,APARTMENT,APARTMENT,251863,106.0,2,Limburg,Flanders,3840,Stationsplein,1,FLANDERS,,,0.0,0.0,0.0,106,,,,,,2021,,True,NON_FLOOD_ZONE,GAS,True,,,,INSTALLED,
8990746,APARTMENT,APARTMENT,,99.0,2,Limburg,Flanders,3840,Stationsplein,1,FLANDERS,,,0.0,0.0,0.0,99,,,,,,2021,,True,NON_FLOOD_ZONE,GAS,True,,,,INSTALLED,
8990747,APARTMENT,APARTMENT,,84.0,2,Limburg,Flanders,3840,Stationsplein,1,FLANDERS,,,0.0,0.0,0.0,84,,,,,,2021,,True,NON_FLOOD_ZONE,GAS,True,,,,INSTALLED,
8990748,APARTMENT,APARTMENT,,82.0,2,Limburg,Flanders,3840,Stationsplein,1,FLANDERS,,,0.0,0.0,0.0,82,,,,,,2021,,True,NON_FLOOD_ZONE,GAS,True,,,,INSTALLED,
8990750,APARTMENT,APARTMENT,,102.0,2,Limburg,Flanders,3840,Stationsplein,1,FLANDERS,,,0.0,0.0,0.0,102,,,,,,2021,,True,NON_FLOOD_ZONE,GAS,True,,,,INSTALLED,
8990752,APARTMENT,APARTMENT,292639,123.0,3,Limburg,Flanders,3840,Stationsplein,2,FLANDERS,,,0.0,0.0,0.0,123,,,,,,2021,,True,NON_FLOOD_ZONE,GAS,True,,,,INSTALLED,
8990754,APARTMENT,APARTMENT,,102.0,2,Limburg,Flanders,3840,Stationsplein,2,FLANDERS,,,0.0,0.0,0.0,102,,,,,,2021,,True,NON_FLOOD_ZONE,GAS,True,,,,INSTALLED,
