ID,Type,Sub type,Price,NetHabitableSurface(msq),BedroomCount,Province,Region,PostCode,street,Floor,RegionCode,IsIsolated,HasSeaView,SchoolDistance,ShopDistance,TransportDistance,NetHabitableSurface,TotalRoomCount,HasAttic,HasBasement,HasDiningRoom,BuildingCondition,ConstructionYear,FacadeCount,HasLift,FloodZoneType,HeatingType,IsDoubleGlaze,KitchekType,LivingRoomArea,HasBalcony,HasGarden,GardenArea
8172102,HOUSE,HOUSE,,130.0,4,Hainaut,Wallonie,7730,,,WALLONIE,,,,,,130,,,,,AS_NEW,2019,3,,,GAS,,INSTALLED,12,,,
8172103,HOUSE,HOUSE,,123.0,3,Hainaut,Wallonie,7730,,,WALLONIE,,,,,,123,,,,,AS_NEW,2019,3,,,GAS,,INSTALLED,11,,,
8172104,HOUSE,HOUSE,,123.0,3,Hainaut,Wallonie,7730,,,WALLONIE,,,,,,123,,,,,AS_NEW,2019,2,,,GAS,,INSTALLED,11,,,
8172105,HOUSE,HOUSE,,123.0,3,Hainaut,Wallonie,7730,,,WALLONIE,,,,,,123,,,,,AS_NEW,2019,3,,,GAS,,INSTALLED,11,,,
8172106,HOUSE,HOUSE,,126.0,3,Hainaut,Wallonie,7730,,,WALLONIE,,,,,,126,,,,,AS_NEW,2019,3,,,GAS,,INSTALLED,12,,,
8172107,HOUSE,HOUSE,,122.0,3,Hainaut,Wallonie,7730,,,WALLONIE,,,,,,122,,,,,AS_NEW,2019,2,,,GAS,,INSTALLED,10,,,
8172108,HOUSE,HOUSE,,122.0,3,Hainaut,Wallonie,7730,,,WALLONIE,,,,,,122,,,,,AS_NEW,2019,2,,,GAS,,INSTALLED,10,,,
8172109,HOUSE,HOUSE,,128.0,3,Hainaut,Wallonie,7730,,,WALLONIE,,,,,,128,,,,,AS_NEW,2019,2,,,GAS,,INSTALLED,12,,,
8172111,HOUSE,HOUSE,,126.0,3,Hainaut,Wallonie,7730,,,WALLONIE,,,,,,126,,True,,,AS_NEW,2019,3,,,GAS,True,INSTALLED,12,,True,300
8172113,HOUSE,HOUSE,,133.0,3,Hainaut,Wallonie,7730,,,WALLONIE,,,,,,133,,True,,,AS_NEW,2019,3,,,GAS,True,INSTALLED,14,,True,180
8172115,HOUSE,HOUSE,,122.0,3,Hainaut,Wallonie,7730,,,WALLONIE,,,,,,122,,True,,,AS_NEW,2019,2,,,GAS,True,INSTALLED,10,,True,180
8172116,HOUSE,HOUSE,,129.0,3,Hainaut,Wallonie,7730,,,WALLONIE,,,,,,129,,,,,AS_NEW,2019,2,,,GAS,,INSTALLED,11,,,
8172117,HOUSE,HOUSE,,129.0,3,Hainaut,Wallonie,7730,,,WALLONIE,,,,,,129,,,,,AS_NEW,2019,2,,,GAS,,INSTALLED,11,,,
8172118,HOUSE,HOUSE,,129.0,3,Hainaut,Wallonie,7730,,,WALLONIE,,,,,,129,,,,,AS_NEW,2019,2,,,GAS,,INSTALLED,11,,,
8172119,HOUSE,HOUSE,,129.0,3,Hainaut,Wallonie,7730,,,WALLONIE,,,,,,129,,,,,AS_NEW,2019,2,,,GAS,,INSTALLED,11,,,
8172120,HOUSE,HOUSE,,126.0,3,Hainaut,Wallonie,7730,,,WALLONIE,,,,,,126,,True,,,AS_NEW,2019,3,,,GAS,True,INSTALLED,12,,True,250
8172121,HOUSE,HOUSE,,127.0,3,Hainaut,Wallonie,7730,,,WALLONIE,,,,,,127,,,,,AS_NEW,2019,3,,,GAS,,INSTALLED,7,,,
8172122,HOUSE,HOUSE,,123.0,3,Hainaut,Wallonie,7730,,,WALLONIE,,,,,,123,,,,,AS_NEW,2019,2,,,GAS,,INSTALLED,11,,,
8172123,HOUSE,HOUSE,,123.0,3,Hainaut,Wallonie,7730,,,WALLONIE,,,,,,123,,,,,AS_NEW,2019,2,,,GAS,,INSTALLED,11,,,
8172124,HOUSE,HOUSE,,123.0,3,Hainaut,Wallonie,7730,,,WALLONIE,,,,,,123,,,,,AS_NEW,2019,2,,,GAS,,INSTALLED,11,,,
8172125,HOUSE,HOUSE,,127.0,3,Hainaut,Wallonie,7730,,,WALLONIE,,,,,,127,,,,,AS_NEW,2019,3,,,GAS,,INSTALLED,7,,,
8172878,APARTMENT,APARTMENT,,84.0,2,West Flanders,Flanders,8470,Camiel Adriaensstraat,2,FLANDERS,,,0.0,0.0,0.0,84,,,,,,2019,2,,,,,,,,,
8172879,APARTMENT,APARTMENT,,116.0,3,West Flanders,Flanders,8470,Camiel Adriaensstraat,2,FLANDERS,,,0.0,0.0,0.0,116,,,,,,2019,2,,,,,,,,,
8172880,APARTMENT,APARTMENT,,98.0,3,West Flanders,Flanders,8470,Camiel Adriaensstraat,,FLANDERS,,,0.0,0.0,0.0,98,,,,,,2019,2,,,,,,,,,
8172881,APARTMENT,APARTMENT,,60.0,1,West Flanders,Flanders,8470,Camiel Adriaensstraat,,FLANDERS,,,0.0,0.0,0.0,60,,,,,GOOD,2019,2,,,,,,,,,
8172882,APARTMENT,APARTMENT,178000,69.0,1,West Flanders,Flanders,8470,Camiel Adriaensstraat,3,FLANDERS,,,0.0,0.0,0.0,69,,,,,GOOD,2019,2,,,,,,,,,
8172883,APARTMENT,APARTMENT,,68.0,1,West Flanders,Flanders,8470,Camiel Adriaensstraat,1,FLANDERS,,,0.0,0.0,0.0,68,,,,,GOOD,2019,2,,,,,,,,,
8172884,APARTMENT,APARTMENT,,77.0,2,West Flanders,Flanders,8470,Camiel Adriaensstraat,3,FLANDERS,,,0.0,0.0,0.0,77,,,,,,2019,2,,,,,,,,,
8172885,APARTMENT,APARTMENT,,116.0,3,West Flanders,Flanders,8470,Camiel Adriaensstraat,1,FLANDERS,,,0.0,0.0,0.0,116,,,,,,2019,2,,,,,,,,,
8172886,APARTMENT,APARTMENT,,66.0,1,West Flanders,Flanders,8470,Camiel Adriaensstraat,2,FLANDERS,,,0.0,0.0,0.0,66,,,,,GOOD,2019,2,,,,,,,,,
8172887,APARTMENT,APARTMENT,,97.0,2,West Flanders,Flanders,8470,Camiel Adriaensstraat,2,FLANDERS,,,0.0,0.0,0.0,97,,,,,,2019,2,,,,,,,,,
8172888,APARTMENT,APARTMENT,,83.0,2,West Flanders,Flanders,8470,Camiel Adriaensstraat,2,FLANDERS,,,0.0,0.0,0.0,83,,,,,,2019,2,,,,,,,,,
8172889,APARTMENT,APARTMENT,,82.0,2,West Flanders,Flanders,8470,Camiel Adriaensstraat,2,FLANDERS,,,0.0,0.0,0.0,82,,,,,,2019,2,,,,,,,,,
8172890,APARTMENT,APARTMENT,,102.0,2,West Flanders,Flanders,8470,Camiel Adriaensstraat,2,FLANDERS,,,0.0,0.0,0.0,102,,,,,,2019,2,,,,,,,,,
8172891,APARTMENT,APARTMENT,,77.0,2,West Flanders,Flanders,8470,Camiel Adriaensstraat,2,FLANDERS,,,0.0,0.0,0.0,77,,,,,,2019,2,,,,,,,,,
8172892,APARTMENT,APARTMENT,,82.0,2,West Flanders,Flanders,8470,Camiel Adriaensstraat,1,FLANDERS,,,0.0,0.0,0.0,82,,,,,,2019,2,,,,,,,,,
8172893,APARTMENT,APARTMENT,,97.0,2,West Flanders,Flanders,8470,Camiel Adriaensstraat,1,FLANDERS,,,0.0,0.0,0.0,97,,,,,,2019,2,,,,,,,,,
8172894,APARTMENT,APARTMENT,,84.0,2,West Flanders,Flanders,8470,Camiel Adriaensstraat,1,FLANDERS,,,0.0,0.0,0.0,84,,,,,,2019,2,,,,,,,,,
8172895,APARTMENT,APARTMENT,,102.0,2,West Flanders,Flanders,8470,Camiel Adriaensstraat,1,FLANDERS,,,0.0,0.0,0.0,102,,,,,,2019,2,,,,,,,,,
8172896,APARTMENT,APARTMENT,,75.0,2,West Flanders,Flanders,8470,Camiel Adriaensstraat,,FLANDERS,,,0.0,0.0,0.0,75,,,,,,2019,2,,,,,,,,,
8172897,APARTMENT,APARTMENT,,77.0,1,West Flanders,Flanders,8470,Camiel Adriaensstraat,2,FLANDERS,,,0.0,0.0,0.0,77,,,,,GOOD,2019,2,,,,,,,,,
8172898,APARTMENT,APARTMENT,,68.0,1,West Flanders,Flanders,8470,Camiel Adriaensstraat,2,FLANDERS,,,0.0,0.0,0.0,68,,,,,GOOD,2019,2,,,,,,,,,
8173103,APARTMENT,APARTMENT,,160.0,3,Liège,Wallonie,4560,Rue de la Gendarmerie,1,WALLONIE,,,0.0,0.0,0.0,160,,,True,,GOOD,2008,3,,,GAS,True,INSTALLED,,,True,100
8173289,HOUSE,HOUSE,,185.0,3,Liège,Wallonie,4530,Rue Belle Vue,,WALLONIE,,,0.0,0.0,0.0,185,,,,,GOOD,,4,,,FUELOIL,True,SEMI_EQUIPPED,,,True,1400
8173355,HOUSE,HOUSE,,,2,Luxembourg,Wallonie,6661,Mont,,WALLONIE,COUNTRY,,0.0,0.0,0.0,,,,True,,GOOD,,3,,,ELECTRIC,True,INSTALLED,,,,
8173356,HOUSE,COUNTRY_COTTAGE,,,3,Hainaut,Wallonie,7340,Maréchal Joffre,,WALLONIE,RESIDENTIAL,,0.0,0.0,0.0,,,,,,GOOD,,3,,,,True,,,,,
8173783,APARTMENT,APARTMENT,,75.0,1,East Flanders,Flanders,9000,Groendreef,1,FLANDERS,RESIDENTIAL,,250.0,100.0,100.0,75,,,,True,AS_NEW,2008,2,True,NON_FLOOD_ZONE,GAS,True,INSTALLED,9,,True,
8174061,HOUSE,HOUSE,,170.0,3,Flemish Brabant,Flanders,1861,Mottestraat,,FLANDERS,,,0.0,0.0,0.0,170,,,True,,GOOD,1948,3,,NON_FLOOD_ZONE,GAS,True,,,,,
8174093,HOUSE,HOUSE,,,4,West Flanders,Flanders,8670,,,FLANDERS,,,,,,,,,,,JUST_RENOVATED,1991,,,NON_FLOOD_ZONE,,,,,,True,
8174565,HOUSE,HOUSE,,60.0,2,Liège,Wallonie,4684,,,WALLONIE,,,,,,60,,,True,True,JUST_RENOVATED,,2,,,,True,,,,,
8174654,HOUSE,VILLA,985000,282.0,4,,,29688,,,,,,,,,282,5,,,,,2020,4,,,,,,,,,
8175515,HOUSE,HOUSE,,,3,West Flanders,Flanders,8000,Groeninge,,FLANDERS,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
8176401,HOUSE,HOUSE,,92.0,3,Luxembourg,Wallonie,6800,rue Le Pequay,,WALLONIE,ISOLATED,,0.0,300.0,0.0,92,,,,True,AS_NEW,,4,,NON_FLOOD_ZONE,ELECTRIC,True,HYPER_EQUIPPED,14,,True,1300
8176402,APARTMENT,APARTMENT,,57.0,1,Luxembourg,Wallonie,6800,Grand Rue,,WALLONIE,URBAN,,1000.0,50.0,0.0,57,,,True,,TO_RENOVATE,,,True,NON_FLOOD_ZONE,ELECTRIC,True,,3,,,
8176516,HOUSE,HOUSE,,,4,Hainaut,Wallonie,6110,Rue de Gozée,,WALLONIE,,,0.0,0.0,0.0,,,,True,,,,,,,,,NOT_INSTALLED,,,,
8177108,APARTMENT,APARTMENT,,98.0,2,Flemish Brabant,Flanders,1780,Romeinsesteenweg,2,FLANDERS,,,0.0,0.0,0.0,98,,,,,GOOD,2014,,True,,,,,,,,
8177339,HOUSE,HOUSE,,,3,East Flanders,Flanders,9700,Borgveld,,FLANDERS,,,0.0,0.0,0.0,,,,,,,,3,,NON_FLOOD_ZONE,FUELOIL,True,,9,,,
8177340,HOUSE,HOUSE,,,3,East Flanders,Flanders,9700,Borgveld,,FLANDERS,,,0.0,0.0,0.0,,,,,,,,3,,,,True,,,,,
8177341,HOUSE,HOUSE,334339,,3,East Flanders,Flanders,9700,Borgveld,,FLANDERS,,,0.0,0.0,0.0,,,,,,,,3,,NON_FLOOD_ZONE,GAS,True,,,,,
8177342,HOUSE,HOUSE,,,3,East Flanders,Flanders,9700,Borgveld,,FLANDERS,,,0.0,0.0,0.0,,,,,,,,3,,NON_FLOOD_ZONE,GAS,True,,,,,
8179525,APARTMENT,APARTMENT,,84.0,2,West Flanders,Flanders,8420,nieuwe steenweg,3,FLANDERS,,,0.0,0.0,0.0,84,,,,,,2009,,,NON_FLOOD_ZONE,,,,,,True,
8179556,APARTMENT,APARTMENT,,64.0,1,Antwerp,Flanders,2050,in ontwikkeling,2,FLANDERS,COUNTRY,,0.0,0.0,0.0,64,,,,,AS_NEW,2020,,True,,GAS,True,INSTALLED,,,,
8179557,APARTMENT,APARTMENT,,64.0,1,Antwerp,Flanders,2050,in ontwikkeling,1,FLANDERS,COUNTRY,,0.0,0.0,0.0,64,,,,,AS_NEW,2020,,True,,GAS,True,INSTALLED,,,,
8179558,APARTMENT,APARTMENT,,64.0,1,Antwerp,Flanders,2050,in ontwikkeling,,FLANDERS,COUNTRY,,0.0,0.0,0.0,64,,,,,AS_NEW,2020,,True,,GAS,True,INSTALLED,,,True,26
8179559,APARTMENT,APARTMENT,,64.0,1,Antwerp,Flanders,2050,in ontwikkeling,2,FLANDERS,COUNTRY,,0.0,0.0,0.0,64,,,,,AS_NEW,2020,,True,,GAS,True,INSTALLED,,,,
8179560,APARTMENT,APARTMENT,,64.0,1,Antwerp,Flanders,2050,in ontwikkeling,1,FLANDERS,COUNTRY,,0.0,0.0,0.0,64,,,,,AS_NEW,2020,,True,,GAS,True,INSTALLED,,,,
8179561,APARTMENT,APARTMENT,,61.0,1,Antwerp,Flanders,2050,in ontwikkeling,,FLANDERS,COUNTRY,,0.0,0.0,0.0,61,,,,,AS_NEW,2020,,True,,GAS,True,INSTALLED,,,True,11
8179562,APARTMENT,APARTMENT,,67.0,1,Antwerp,Flanders,2050,Maria Van Sinaplein,,FLANDERS,COUNTRY,,0.0,0.0,0.0,67,,,,,AS_NEW,2020,,True,,GAS,True,INSTALLED,,,True,65
8179563,APARTMENT,APARTMENT,,63.0,1,Antwerp,Flanders,2050,in ontwikkeling,2,FLANDERS,COUNTRY,,0.0,0.0,0.0,63,,,,,AS_NEW,2020,,True,,GAS,True,INSTALLED,,,,
8179564,APARTMENT,APARTMENT,,63.0,1,Antwerp,Flanders,2050,in ontwikkeling,1,FLANDERS,COUNTRY,,0.0,0.0,0.0,63,,,,,AS_NEW,2020,,True,,GAS,True,INSTALLED,,,,
8179567,APARTMENT,APARTMENT,,60.0,1,Antwerp,Flanders,2050,in ontwikkeling,,FLANDERS,COUNTRY,,0.0,0.0,0.0,60,,,,,AS_NEW,2020,,True,,GAS,True,INSTALLED,,,True,18
8179568,APARTMENT,APARTMENT,,65.0,1,Antwerp,Flanders,2050,in ontwikkeling,1,FLANDERS,COUNTRY,,0.0,0.0,0.0,65,,,,,AS_NEW,2020,,True,,GAS,True,INSTALLED,,,,
8179569,APARTMENT,APARTMENT,,65.0,1,Antwerp,Flanders,2050,in ontwikkeling,2,FLANDERS,COUNTRY,,0.0,0.0,0.0,65,,,,,AS_NEW,2020,,True,,GAS,True,INSTALLED,,,,
8179694,HOUSE,HOUSE,,195.0,3,West Flanders,Flanders,8570,Kruisweg,,FLANDERS,,,0.0,0.0,0.0,195,,True,True,,AS_NEW,1960,,,NON_FLOOD_ZONE,GAS,True,INSTALLED,18,,True,150
8179734,HOUSE,HOUSE,,200.0,3,Flemish Brabant,Flanders,1840,Mechelsestraat,,FLANDERS,,,0.0,0.0,0.0,200,,,True,,GOOD,,3,,NON_FLOOD_ZONE,GAS,True,INSTALLED,15,,,
8179735,HOUSE,HOUSE,,175.0,3,Antwerp,Flanders,2830,Dwarsdijk,,FLANDERS,,,0.0,0.0,0.0,175,,,,,GOOD,1986,2,,NON_FLOOD_ZONE,GAS,,INSTALLED,32,,,
8180006,APARTMENT,APARTMENT,261000,103.0,2,,,29680,,,,,,,,,103,,,,,AS_NEW,2020,,,,,,,,,,
8180612,HOUSE,HOUSE,,121.0,3,Hainaut,Wallonie,7130,rue Léon Blum,,WALLONIE,RESIDENTIAL,,0.0,0.0,0.0,121,,True,True,,GOOD,,2,,,FUELOIL,True,INSTALLED,,,,
8180814,APARTMENT,APARTMENT,,,3,Limburg,Flanders,3680,Van Eycklaan,,FLANDERS,,,0.0,0.0,0.0,,,,True,,,1970,2,,NON_FLOOD_ZONE,,,INSTALLED,,,,
8180821,APARTMENT,APARTMENT,149500,75.0,1,Limburg,Flanders,3680,Stationsplein,,FLANDERS,URBAN,,0.0,0.0,0.0,75,,,True,,GOOD,1931,2,,,GAS,True,INSTALLED,,,,
8181586,HOUSE,HOUSE,,167.0,3,West Flanders,Flanders,8400,Graaf Jansdijk,,FLANDERS,,,0.0,0.0,0.0,167,,,,,AS_NEW,2019,2,,NON_FLOOD_ZONE,,True,,,,True,
8181587,HOUSE,HOUSE,,171.0,3,West Flanders,Flanders,8400,Ter Streeppad,,FLANDERS,,,0.0,0.0,0.0,171,,,,,AS_NEW,2019,3,,NON_FLOOD_ZONE,,True,,,,True,
8181588,HOUSE,HOUSE,,170.0,3,West Flanders,Flanders,8400,Graaf Jansdijk,,FLANDERS,,,0.0,0.0,0.0,170,,,,,AS_NEW,2019,2,,NON_FLOOD_ZONE,,True,,,,True,
8181589,HOUSE,HOUSE,,162.0,3,West Flanders,Flanders,8400,Ter Streeppad,,FLANDERS,,,0.0,0.0,0.0,162,,,,,AS_NEW,2019,2,,NON_FLOOD_ZONE,,True,,,,True,
8181590,HOUSE,HOUSE,,171.0,3,West Flanders,Flanders,8400,Graaf Jansdijk,,FLANDERS,,,0.0,0.0,0.0,171,,,,,AS_NEW,2019,2,,NON_FLOOD_ZONE,,True,,,,True,
8181591,HOUSE,HOUSE,,161.0,3,West Flanders,Flanders,8400,Graaf Jansdijk,,FLANDERS,,,0.0,0.0,0.0,161,,,,,AS_NEW,2019,2,,NON_FLOOD_ZONE,,True,,,,True,
8181592,HOUSE,HOUSE,,169.0,3,West Flanders,Flanders,8400,Graaf Jansdijk,,FLANDERS,,,0.0,0.0,0.0,169,,,,,AS_NEW,2019,2,,NON_FLOOD_ZONE,,True,,,,True,
8181593,HOUSE,HOUSE,,171.0,3,West Flanders,Flanders,8400,Ter Streeppad,,FLANDERS,,,0.0,0.0,0.0,171,,,,,AS_NEW,2019,3,,NON_FLOOD_ZONE,,True,,,,True,
8181615,APARTMENT,APARTMENT,,48.0,1,West Flanders,Flanders,8400,Aartshertogstraat,4,FLANDERS,,,0.0,0.0,0.0,48,,,,,GOOD,1984,2,True,NON_FLOOD_ZONE,,True,INSTALLED,,,,
8181773,APARTMENT,PENTHOUSE,,126.0,3,Antwerp,Flanders,2050,in ontwikkeling,3,FLANDERS,COUNTRY,,0.0,0.0,0.0,126,,,,,AS_NEW,2020,,True,,GAS,True,INSTALLED,,,,
8181774,APARTMENT,PENTHOUSE,,122.0,3,Antwerp,Flanders,2050,in ontwikkeling,3,FLANDERS,COUNTRY,,0.0,0.0,0.0,122,,,,,AS_NEW,2020,,True,,GAS,True,INSTALLED,,,,
8181775,APARTMENT,PENTHOUSE,445800,122.0,3,Antwerp,Flanders,2050,Maria Van Sinaplein,3,FLANDERS,COUNTRY,,0.0,0.0,0.0,122,,,,,AS_NEW,2020,,True,,GAS,True,INSTALLED,,,,
8181776,APARTMENT,PENTHOUSE,,126.0,3,Antwerp,Flanders,2050,in ontwikkeling,3,FLANDERS,COUNTRY,,0.0,0.0,0.0,126,,,,,AS_NEW,2020,,True,,GAS,True,INSTALLED,,,,
8181777,APARTMENT,APARTMENT,,96.0,3,Antwerp,Flanders,2050,in ontwikkeling,2,FLANDERS,COUNTRY,,0.0,0.0,0.0,96,,,,,AS_NEW,2020,,True,,GAS,True,INSTALLED,,,,
8181779,APARTMENT,APARTMENT,,96.0,3,Antwerp,Flanders,2050,in ontwikkeling,1,FLANDERS,COUNTRY,,0.0,0.0,0.0,96,,,,,AS_NEW,2020,,True,,GAS,True,INSTALLED,,,,
8181780,APARTMENT,APARTMENT,,81.0,2,Antwerp,Flanders,2050,in ontwikkeling,,FLANDERS,COUNTRY,,0.0,0.0,0.0,81,,,,,AS_NEW,2020,,True,,GAS,True,INSTALLED,,,True,25
8181781,APARTMENT,APARTMENT,,81.0,2,Antwerp,Flanders,2050,in ontwikkeling,,FLANDERS,COUNTRY,,0.0,0.0,0.0,81,,,,,AS_NEW,2020,,True,,GAS,True,INSTALLED,,,True,68
8181782,APARTMENT,APARTMENT,,81.0,2,Antwerp,Flanders,2050,in ontwikkeling,,FLANDERS,COUNTRY,,0.0,0.0,0.0,81,,,,,AS_NEW,2020,,True,,GAS,True,INSTALLED,,,True,24
8181783,APARTMENT,APARTMENT,,87.0,2,Antwerp,Flanders,2050,in ontwikkeling,,FLANDERS,COUNTRY,,0.0,0.0,0.0,87,,,,,AS_NEW,2020,,True,,GAS,True,INSTALLED,,,True,25
8181784,APARTMENT,APARTMENT,,81.0,2,Antwerp,Flanders,2050,in ontwikkeling,,FLANDERS,COUNTRY,,0.0,0.0,0.0,81,,,,,AS_NEW,2020,,True,,GAS,True,INSTALLED,,,True,30
8181785,APARTMENT,APARTMENT,,81.0,2,Antwerp,Flanders,2050,in ontwikkeling,2,FLANDERS,COUNTRY,,0.0,0.0,0.0,81,,,,,AS_NEW,2020,,True,,GAS,True,INSTALLED,,,,
8181786,APARTMENT,APARTMENT,,81.0,2,Antwerp,Flanders,2050,in ontwikkeling,1,FLANDERS,COUNTRY,,0.0,0.0,0.0,81,,,,,AS_NEW,2020,,True,,GAS,True,INSTALLED,,,,
8181787,APARTMENT,APARTMENT,,81.0,2,Antwerp,Flanders,2050,in ontwikkeling,2,FLANDERS,COUNTRY,,0.0,0.0,0.0,81,,,,,AS_NEW,2020,,True,,GAS,True,INSTALLED,,,,
8181788,APARTMENT,APARTMENT,,81.0,2,Antwerp,Flanders,2050,in ontwikkeling,2,FLANDERS,COUNTRY,,0.0,0.0,0.0,81,,,,,AS_NEW,2020,,True,,GAS,True,INSTALLED,,,,
8181789,APARTMENT,APARTMENT,,81.0,2,Antwerp,Flanders,2050,in ontwikkeling,2,FLANDERS,COUNTRY,,0.0,0.0,0.0,81,,,,,AS_NEW,2020,,True,,GAS,True,INSTALLED,,,,
8181790,APARTMENT,APARTMENT,,81.0,2,Antwerp,Flanders,2050,in ontwikkeling,1,FLANDERS,COUNTRY,,0.0,0.0,0.0,81,,,,,AS_NEW,2020,,True,,GAS,True,INSTALLED,,,,
8181791,APARTMENT,APARTMENT,,81.0,2,Antwerp,Flanders,2050,in ontwikkeling,1,FLANDERS,COUNTRY,,0.0,0.0,0.0,81,,,,,AS_NEW,2020,,True,,GAS,True,INSTALLED,,,,
8181792,APARTMENT,APARTMENT,,81.0,2,Antwerp,Flanders,2050,in ontwikkeling,1,FLANDERS,COUNTRY,,0.0,0.0,0.0,81,,,,,AS_NEW,2020,,True,,GAS,True,INSTALLED,,,,
8181793,APARTMENT,APARTMENT,,85.0,2,Antwerp,Flanders,2050,in ontwikkeling,2,FLANDERS,COUNTRY,,0.0,0.0,0.0,85,,,,,AS_NEW,2020,,True,,GAS,True,INSTALLED,,,,
8181794,APARTMENT,APARTMENT,,85.0,2,Antwerp,Flanders,2050,in ontwikkeling,2,FLANDERS,COUNTRY,,0.0,0.0,0.0,85,,,,,AS_NEW,2020,,True,,GAS,True,INSTALLED,,,,
8181795,APARTMENT,APARTMENT,,85.0,2,Antwerp,Flanders,2050,in ontwikkeling,1,FLANDERS,COUNTRY,,0.0,0.0,0.0,85,,,,,AS_NEW,2020,,True,,GAS,True,INSTALLED,,,,
8181796,APARTMENT,APARTMENT,,85.0,2,Antwerp,Flanders,2050,in ontwikkeling,1,FLANDERS,COUNTRY,,0.0,0.0,0.0,85,,,,,AS_NEW,2020,,True,,GAS,True,INSTALLED,,,,
8181797,APARTMENT,PENTHOUSE,,137.0,3,Antwerp,Flanders,2050,in ontwikkeling,3,FLANDERS,COUNTRY,,0.0,0.0,0.0,137,,,,,AS_NEW,2020,,True,,GAS,True,INSTALLED,,,,
8181970,APARTMENT,APARTMENT,,,2,East Flanders,Flanders,9920,Bredestraat kouter,2,FLANDERS,,,0.0,0.0,0.0,,,,,True,AS_NEW,2005,,,NON_FLOOD_ZONE,,,,,,True,
8182210,HOUSE,HOUSE,,193.0,4,Flemish Brabant,Flanders,3140,Rijmenamsebaan,,FLANDERS,,,0.0,0.0,0.0,193,,,,,GOOD,,4,,,FUELOIL,True,INSTALLED,,,,
8182829,HOUSE,HOUSE,388300,139.0,3,East Flanders,Flanders,9470,Orchideeënlaan,,FLANDERS,RESIDENTIAL,,0.0,0.0,0.0,139,,,,,AS_NEW,2019,3,,,GAS,True,INSTALLED,7,,,
8182938,HOUSE,HOUSE,,177.0,4,Liège,Wallonie,4560,Rue des Condruzes,,WALLONIE,,,0.0,0.0,0.0,177,,,True,,,,4,,,FUELOIL,,,,,,
8183195,APARTMENT,APARTMENT,355000,,3,West Flanders,Flanders,8530,Rietvoornstraat,,FLANDERS,,,0.0,0.0,0.0,,,,,,AS_NEW,,,,POSSIBLE_N_CIRCUMSCRIBED_FLOOD_ZONE,,,,,,True,
8183197,APARTMENT,APARTMENT,325000,,3,West Flanders,Flanders,8530,Rietvoornstraat,,FLANDERS,,,0.0,0.0,0.0,,,,,,AS_NEW,,,,POSSIBLE_N_CIRCUMSCRIBED_FLOOD_ZONE,,,,,,True,
8183316,APARTMENT,PENTHOUSE,,82.0,2,East Flanders,Flanders,9900,Vrombautstraat,,FLANDERS,URBAN,,0.0,100.0,250.0,82,,,,,AS_NEW,2019,2,,NON_FLOOD_ZONE,GAS,True,INSTALLED,,,True,
8183317,APARTMENT,APARTMENT,,82.0,2,East Flanders,Flanders,9900,Vrombautstraat,1,FLANDERS,URBAN,,0.0,100.0,250.0,82,,,,,AS_NEW,2019,2,,NON_FLOOD_ZONE,GAS,True,INSTALLED,,,True,
8183318,APARTMENT,APARTMENT,,82.0,2,East Flanders,Flanders,9900,Vrombautstraat,1,FLANDERS,URBAN,,0.0,100.0,250.0,82,,,,,AS_NEW,2019,2,,NON_FLOOD_ZONE,GAS,True,INSTALLED,,,True,
8183319,APARTMENT,GROUND_FLOOR,,82.0,2,East Flanders,Flanders,9900,Vrombautstraat,,FLANDERS,URBAN,,0.0,100.0,250.0,82,,,,,AS_NEW,2019,2,,NON_FLOOD_ZONE,GAS,True,INSTALLED,,,True,
8183321,HOUSE,HOUSE,,143.0,3,East Flanders,Flanders,9970,Kerselaarstraat,,FLANDERS,,,0.0,30.0,170.0,143,,,,,AS_NEW,2017,3,,NON_FLOOD_ZONE,GAS,True,INSTALLED,,,,
8184290,HOUSE,HOUSE,,171.0,4,Flemish Brabant,Flanders,3000,Brouwersstraat,,FLANDERS,,,521.0,1867.0,109.0,171,,,True,,GOOD,,2,,NON_FLOOD_ZONE,GAS,True,INSTALLED,,,,
8184463,HOUSE,HOUSE,,143.0,3,East Flanders,Flanders,9000,Albert Schweitzerstraat,,FLANDERS,,,0.0,0.0,0.0,143,,,,,GOOD,2019,,,,,,,,,,
8184895,HOUSE,HOUSE,,187.0,4,East Flanders,Flanders,9070,Kouterstraat,,FLANDERS,,,0.0,0.0,0.0,187,,,,True,TO_RENOVATE,1959,,,NON_FLOOD_ZONE,,,,,,True,
8184979,HOUSE,HOUSE,,145.0,2,Antwerp,Flanders,2830,Cederlaan,,FLANDERS,,,0.0,0.0,0.0,145,,,,,,1969,3,,NON_FLOOD_ZONE,GAS,,,16,,,
8184980,HOUSE,HOUSE,,130.0,3,Flemish Brabant,Flanders,1840,Lijsterstraat,,FLANDERS,,,0.0,0.0,0.0,130,,,,,,1973,4,,NON_FLOOD_ZONE,GAS,True,,13,,,
8185444,HOUSE,HOUSE,,120.0,3,Liège,Wallonie,4130,,,WALLONIE,,,,,,120,,,True,True,AS_NEW,,2,,,ELECTRIC,True,HYPER_EQUIPPED,,,,
