ID,Type,Sub type,Price,NetHabitableSurface(msq),BedroomCount,Province,Region,PostCode,street,Floor,RegionCode,IsIsolated,HasSeaView,SchoolDistance,ShopDistance,TransportDistance,NetHabitableSurface,TotalRoomCount,HasAttic,HasBasement,HasDiningRoom,BuildingCondition,ConstructionYear,FacadeCount,HasLift,FloodZoneType,HeatingType,IsDoubleGlaze,KitchekType,LivingRoomArea,HasBalcony,HasGarden,GardenArea
6358155,APARTMENT,APARTMENT,,85.0,2,Hainaut,Wallonie,7034,Rue de la Brisée,1,WALLONIE,RESIDENTIAL,,2500.0,1000.0,500.0,85,,,,,,,,True,,GAS,True,,,,,
6358156,APARTMENT,APARTMENT,,67.0,2,Hainaut,Wallonie,7034,Rue de la Brisée,1,WALLONIE,RESIDENTIAL,,2500.0,1000.0,500.0,67,,,,,,,,True,,GAS,True,,,,,
6358157,APARTMENT,APARTMENT,,67.0,2,Hainaut,Wallonie,7034,Rue de la Brisée,1,WALLONIE,RESIDENTIAL,,2500.0,1000.0,500.0,67,,,,,,,,True,,GAS,True,,,,,
6358317,APARTMENT,PENTHOUSE,,94.0,3,Hainaut,Wallonie,7034,Rue de la Brisée,2,WALLONIE,RESIDENTIAL,,2500.0,1000.0,500.0,94,,,,,,,,True,,GAS,True,,,,,
6358353,APARTMENT,DUPLEX,,122.0,2,Hainaut,Wallonie,7034,Rue de la Brisée,2,WALLONIE,RESIDENTIAL,,2500.0,1000.0,500.0,122,,,,,,,,True,,GAS,True,,,,,
6358354,APARTMENT,DUPLEX,,121.0,2,Hainaut,Wallonie,7034,Rue de la Brisée,2,WALLONIE,RESIDENTIAL,,2500.0,1000.0,500.0,121,,,,,,,,True,,GAS,True,,,,,
6362266,APARTMENT,APARTMENT,,113.0,2,Flemish Brabant,Flanders,1500,,,FLANDERS,,,,,,113,3,,True,,,2011,2,,,,,INSTALLED,,,,
6363160,HOUSE,TOWN_HOUSE,,,3,Flemish Brabant,Flanders,1654,,,FLANDERS,,,,,,,4,,,,,,,,,,,,,,,
6369682,HOUSE,HOUSE,,139.0,3,West Flanders,Flanders,8000,Wijnenburgstraat,,FLANDERS,,,0.0,0.0,0.0,139,4,,,,GOOD,1969,,,,GAS,,,,,,
6371842,HOUSE,APARTMENT_BLOCK,,,6,Liège,Wallonie,4500,,,WALLONIE,,,,,,,,,,,GOOD,,3,,,,,,,,,
6375776,HOUSE,VILLA,,164.0,3,Flemish Brabant,Flanders,1602,,,FLANDERS,,,,,,164,4,,,,,,,,,,,,23,,True,
6375777,HOUSE,HOUSE,,,3,Flemish Brabant,Flanders,1601,,,FLANDERS,,,,,,,4,,,,,,,,,,,,,,,
6376320,HOUSE,HOUSE,,,5,Liège,Wallonie,4620,,,WALLONIE,,,,,,,,,,,,,4,,,,,,,,,
6377422,APARTMENT,GROUND_FLOOR,,92.0,2,Liège,Wallonie,4000,boulevard Fosse Crahay,,WALLONIE,,,0.0,0.0,0.0,92,,,,,AS_NEW,2015,,,,,,,,,,
6377423,APARTMENT,GROUND_FLOOR,,97.0,2,Liège,Wallonie,4000,boulevard Fosse Crahay,,WALLONIE,,,0.0,0.0,0.0,97,,,,,AS_NEW,2015,,,,,,,,,,
6377424,APARTMENT,DUPLEX,,131.0,4,Liège,Wallonie,4000,boulevard Fosse Crahay,,WALLONIE,,,0.0,0.0,0.0,131,,,,,AS_NEW,2015,,,,,,,,,,
6377425,APARTMENT,DUPLEX,,131.0,4,Liège,Wallonie,4000,boulevard Fosse Crahay,,WALLONIE,,,0.0,0.0,0.0,131,,,,,AS_NEW,2015,,,,,,,,,,
6377426,APARTMENT,APARTMENT,,137.0,4,Liège,Wallonie,4000,boulevard Fosse Crahay,,WALLONIE,,,0.0,0.0,0.0,137,,,,,AS_NEW,2015,,,,,,,,,,
6377427,APARTMENT,APARTMENT,,100.0,2,Liège,Wallonie,4000,boulevard Fosse Crahay,1,WALLONIE,,,0.0,0.0,0.0,100,,,,,AS_NEW,2015,,,,,,,,,,
6377428,APARTMENT,APARTMENT,,99.0,2,Liège,Wallonie,4000,boulevard Fosse Crahay,1,WALLONIE,,,0.0,0.0,0.0,99,,,,,AS_NEW,2015,,,,,,,,,,
6377429,APARTMENT,APARTMENT,,89.0,2,Liège,Wallonie,4000,boulevard Fosse Crahay,1,WALLONIE,,,0.0,0.0,0.0,89,,,,,AS_NEW,2015,,,,,,,,,,
6377430,APARTMENT,APARTMENT,,92.0,2,Liège,Wallonie,4000,boulevard Fosse Crahay,2,WALLONIE,,,0.0,0.0,0.0,92,,,,,AS_NEW,2015,,,,,,,,,,
6377431,APARTMENT,APARTMENT,,97.0,2,Liège,Wallonie,4000,boulevard Fosse Crahay,2,WALLONIE,,,0.0,0.0,0.0,97,,,,,AS_NEW,2015,,,,,,,,,,
6377432,APARTMENT,APARTMENT,,106.0,3,Liège,Wallonie,4000,boulevard Fosse Crahay,2,WALLONIE,,,0.0,0.0,0.0,106,,,,,AS_NEW,2015,,,,,,,,,,
6377433,APARTMENT,APARTMENT,,106.0,3,Liège,Wallonie,4000,boulevard Fosse Crahay,2,WALLONIE,,,0.0,0.0,0.0,106,,,,,AS_NEW,2015,,,,,,,,,,
6377434,APARTMENT,PENTHOUSE,,118.0,3,Liège,Wallonie,4000,boulevard Fosse Crahay,3,WALLONIE,,,0.0,0.0,0.0,118,,,,,AS_NEW,2015,,,,,,,,,,
6377443,HOUSE,HOUSE,,193.0,4,Liège,Wallonie,4845,Foyr,,WALLONIE,,,0.0,0.0,0.0,193,,,,,AS_NEW,2015,4,,,,,,,,,
6377444,HOUSE,HOUSE,,166.0,3,Liège,Wallonie,4845,Foyr,,WALLONIE,,,0.0,0.0,0.0,166,,,,,AS_NEW,2015,3,,,,,,,,,
6377445,HOUSE,HOUSE,,166.0,3,Liège,Wallonie,4845,Foyr,,WALLONIE,,,0.0,0.0,0.0,166,,,,,AS_NEW,2015,3,,,,,,,,,
6377446,HOUSE,HOUSE,,181.0,4,Liège,Wallonie,4845,Foyr,,WALLONIE,,,0.0,0.0,0.0,181,,,,,AS_NEW,2015,3,,,,,,,,,
6377447,HOUSE,HOUSE,,182.0,4,Liège,Wallonie,4845,Foyr,,WALLONIE,,,0.0,0.0,0.0,182,,,,,AS_NEW,2015,3,,,,,,,,,
6377464,HOUSE,HOUSE,,186.0,3,Liège,Wallonie,4910,Rue Rouges Terres,,WALLONIE,,,0.0,0.0,0.0,186,,,,,AS_NEW,2015,3,True,,,,,,,,
6377465,HOUSE,HOUSE,,205.0,3,Liège,Wallonie,4910,Rue Rouges Terres,,WALLONIE,,,0.0,0.0,0.0,205,,,,,AS_NEW,2015,3,True,,,,,,,,
6377466,HOUSE,HOUSE,,190.0,3,Liège,Wallonie,4910,Rue Rouges Terres,,WALLONIE,,,0.0,0.0,0.0,190,,,,,AS_NEW,2015,3,True,,,,,,,,
6377467,HOUSE,HOUSE,,192.0,3,Liège,Wallonie,4910,Rue Rouges Terres,,WALLONIE,,,0.0,0.0,0.0,192,,,,,AS_NEW,2015,3,True,,,,,,,,
6377468,HOUSE,HOUSE,,220.0,3,Liège,Wallonie,4910,Rue Rouges Terres,,WALLONIE,,,0.0,0.0,0.0,220,,,,,AS_NEW,2015,3,True,,,,,,,,
6377469,HOUSE,HOUSE,,199.0,3,Liège,Wallonie,4910,Rue Rouges Terres,,WALLONIE,,,0.0,0.0,0.0,199,,,,,AS_NEW,2015,3,True,,,,,,,,
6377485,HOUSE,HOUSE,,170.0,3,Namur,Wallonie,5350,Rue Abbé Matagne,,WALLONIE,,,0.0,0.0,0.0,170,,,,,AS_NEW,2015,3,True,,,,,,,,
6377486,HOUSE,HOUSE,,170.0,3,Namur,Wallonie,5350,Rue Abbé Matagne,,WALLONIE,,,0.0,0.0,0.0,170,,,,,AS_NEW,2015,3,True,,,,,,,,
6377487,HOUSE,HOUSE,,170.0,3,Namur,Wallonie,5350,Rue Abbé Matagne,,WALLONIE,,,0.0,0.0,0.0,170,,,,,AS_NEW,2015,3,True,,,,,,,,
6377488,HOUSE,HOUSE,,170.0,3,Namur,Wallonie,5350,Rue Abbé Matagne,,WALLONIE,,,0.0,0.0,0.0,170,,,,,AS_NEW,2015,3,True,,,,,,,,
6377529,HOUSE,HOUSE,,184.0,4,Liège,Wallonie,4570,Rue Vico del Gargano,,WALLONIE,,,0.0,0.0,0.0,184,,,,,AS_NEW,2016,3,,,,,,,,,
6377530,HOUSE,HOUSE,,184.0,4,Liège,Wallonie,4570,Rue Vico del Gargano,,WALLONIE,,,0.0,0.0,0.0,184,,,,,AS_NEW,2016,3,,,,,,,,,
6377531,HOUSE,HOUSE,,,3,Liège,Wallonie,4570,Rue Vico del Gargano,,WALLONIE,,,0.0,0.0,0.0,,,,,,AS_NEW,2016,3,,,,,,,,,
6377532,HOUSE,HOUSE,,184.0,3,Liège,Wallonie,4570,Rue Vico del Gargano,,WALLONIE,,,0.0,0.0,0.0,184,,,,,AS_NEW,2016,3,,,,,,,,,
6377533,HOUSE,HOUSE,,184.0,3,Liège,Wallonie,4570,Rue Vico del Gargano,,WALLONIE,,,0.0,0.0,0.0,184,,,,,AS_NEW,2016,3,,,,,,,,,
6377545,HOUSE,HOUSE,,255.0,4,Liège,Wallonie,4140,Rue du Roi Pahaut,,WALLONIE,,,0.0,0.0,0.0,255,,,,,AS_NEW,2016,4,True,,,,,,,,
6377546,HOUSE,HOUSE,,191.0,3,Liège,Wallonie,4140,Rue du Roi Pahaut,,WALLONIE,,,0.0,0.0,0.0,191,,,,,AS_NEW,2016,4,True,,,,,,,,
6377547,HOUSE,HOUSE,,200.0,4,Liège,Wallonie,4140,Rue du Roi Pahaut,,WALLONIE,,,0.0,0.0,0.0,200,,,,,AS_NEW,2016,3,True,,,,,,,,
6377548,HOUSE,HOUSE,,175.0,4,Liège,Wallonie,4140,Rue du Roi Pahaut,,WALLONIE,,,0.0,0.0,0.0,175,,,,,AS_NEW,2016,3,True,,,,,,,,
6377549,HOUSE,HOUSE,,200.0,3,Liège,Wallonie,4140,Rue du Roi Pahaut,,WALLONIE,,,0.0,0.0,0.0,200,,,,,AS_NEW,2016,3,True,,,,,,,,
6377550,HOUSE,HOUSE,,250.0,4,Liège,Wallonie,4140,Rue du Roi Pahaut,,WALLONIE,,,0.0,0.0,0.0,250,,,,,AS_NEW,2016,3,True,,,,,,,,
6377551,HOUSE,HOUSE,,200.0,4,Liège,Wallonie,4140,Rue du Roi Pahaut,,WALLONIE,,,0.0,0.0,0.0,200,,,,,AS_NEW,2016,3,True,,,,,,,,
6377552,HOUSE,HOUSE,,178.0,3,Liège,Wallonie,4140,Rue du Roi Pahaut,,WALLONIE,,,0.0,0.0,0.0,178,,,,,AS_NEW,2016,4,True,,,,,,,,
6377554,HOUSE,HOUSE,,177.0,3,Liège,Wallonie,4140,Rue du Roi Pahaut,,WALLONIE,,,0.0,0.0,0.0,177,,,,,AS_NEW,2016,3,True,,,,,,,,
6377555,HOUSE,HOUSE,,177.0,3,Liège,Wallonie,4140,Rue du Roi Pahaut,,WALLONIE,,,0.0,0.0,0.0,177,,,,,AS_NEW,2016,3,True,,,,,,,,
6377557,HOUSE,HOUSE,,200.0,3,Liège,Wallonie,4140,Rue du Roi Pahaut,,WALLONIE,,,0.0,0.0,0.0,200,,,,,AS_NEW,2016,4,True,,,,,,,,
6377558,HOUSE,HOUSE,,200.0,4,Liège,Wallonie,4140,Rue du Roi Pahaut,,WALLONIE,,,0.0,0.0,0.0,200,,,,,AS_NEW,2016,3,True,,,,,,,,
6380038,HOUSE,HOUSE,,215.0,3,West Flanders,Flanders,8377,Leeglandstraat,,FLANDERS,,,0.0,0.0,0.0,215,4,,True,,,1971,4,,,GAS,,,16,,,
6380039,HOUSE,HOUSE,,,4,West Flanders,Flanders,8210,Kloosterstraat,,FLANDERS,,,0.0,0.0,0.0,,5,,,,GOOD,1968,,,,FUELOIL,,,11,,True,
6380799,HOUSE,HOUSE,,,3,West Flanders,Flanders,8310,Odegemstraat,,FLANDERS,,,0.0,0.0,0.0,,4,,,,TO_RENOVATE,,,,,,,,,,True,
6380800,HOUSE,HOUSE,,,,West Flanders,Flanders,8310,Sint-Katarinastraat,,FLANDERS,,,0.0,0.0,0.0,,1,,,,TO_BE_DONE_UP,,2,,,,,,,,,
6383417,APARTMENT,APARTMENT,,,1,West Flanders,Flanders,8400,Troonstraat,2,FLANDERS,,,0.0,0.0,0.0,,,,True,,GOOD,,2,True,,,,INSTALLED,,,,
6386070,HOUSE,HOUSE,,110.0,4,East Flanders,Flanders,9520,Lindestraat,,FLANDERS,,,0.0,0.0,0.0,110,5,,,,GOOD,1953,,,NON_FLOOD_ZONE,GAS,True,,11,,,
6405386,APARTMENT,APARTMENT,,134.0,3,Liège,Wallonie,4681,,,WALLONIE,,,,,,134,,,,,AS_NEW,,2,,,,,,,,,
6417054,APARTMENT,APARTMENT,,104.0,2,West Flanders,Flanders,8840,,,FLANDERS,,,,,,104,3,,,,AS_NEW,2010,,,NON_FLOOD_ZONE,,,,,,True,
6417307,HOUSE,VILLA,,,3,Liège,Wallonie,4610,,,WALLONIE,,,,,,,,,,,GOOD,,4,,,,,,,,,
6417309,HOUSE,VILLA,,,4,Liège,Wallonie,4608,,,WALLONIE,,,,,,,,,,,AS_NEW,2008,4,,,,,,,,,
6417808,HOUSE,HOUSE,,,2,Flemish Brabant,Flanders,1500,,,FLANDERS,,,,,,,3,,,,,,,,,,,,,,,
6417811,HOUSE,HOUSE,,,3,West Flanders,Flanders,8000,Carmersstraat,,FLANDERS,,,0.0,0.0,0.0,,4,,,,,,,,,,,,,,,
6423415,HOUSE,HOUSE,,,4,Flemish Brabant,Flanders,1650,,,FLANDERS,,,,,,,5,,True,,,,2,,,,,,12,,True,90
6425234,HOUSE,HOUSE,,163.0,4,West Flanders,Flanders,8380,,,FLANDERS,,,,,,163,5,,,,AS_NEW,,,,NON_FLOOD_ZONE,,,,,,,
6425250,APARTMENT,APARTMENT,,150.0,2,West Flanders,Flanders,8620,Albert I Laan,4,FLANDERS,,,0.0,0.0,0.0,150,3,,,,,2015,,True,NON_FLOOD_ZONE,,True,,,,True,
6426902,HOUSE,HOUSE,,,2,Flemish Brabant,Flanders,1750,,,FLANDERS,,,,,,,3,,True,,,,,,,,,,,,,
6430034,HOUSE,HOUSE,,,2,West Flanders,Flanders,8020,Oedelemsestraat,,FLANDERS,,,0.0,0.0,0.0,,3,,,,GOOD,1975,,,,,,,16,,True,
6434824,HOUSE,BUNGALOW,,170.0,4,West Flanders,Flanders,8020,Olmenstraat,,FLANDERS,,,0.0,0.0,0.0,170,5,,True,,TO_BE_DONE_UP,1975,4,,,GAS,True,,,,True,
6436700,APARTMENT,APARTMENT,79500,,2,,,03180,,,,,,,,,,3,,,,AS_NEW,,,,,,,,,,,
6436701,APARTMENT,APARTMENT,112000,,2,,,03180,,,,,,,,,,3,,,,AS_NEW,2010,,,,,,INSTALLED,,,,
6437138,APARTMENT,APARTMENT,,,,West Flanders,Flanders,8450,Kapelstraat,,FLANDERS,,,0.0,0.0,0.0,,1,,,,GOOD,,2,,,,,,,,,
6444790,HOUSE,HOUSE,,,2,Flemish Brabant,Flanders,1502,,,FLANDERS,,,,,,,3,,,,,,2,,,,,,,,,
6445536,HOUSE,HOUSE,,162.0,3,West Flanders,Flanders,8450,Zeekoetstraat,,FLANDERS,URBAN,,0.0,0.0,0.0,162,4,,,,,2012,2,,,GAS,True,,,,,
6447454,HOUSE,MANOR_HOUSE,,80.0,3,West Flanders,Flanders,8670,Westhinderstraat,,FLANDERS,,,0.0,0.0,0.0,80,,,,,AS_NEW,2016,3,,,,True,INSTALLED,4,,True,120
6451716,HOUSE,HOUSE,,150.0,3,West Flanders,Flanders,8560,,,FLANDERS,,,,,,150,4,,,,,,3,,,,True,,,,,
6451717,HOUSE,HOUSE,,158.0,3,West Flanders,Flanders,8560,,,FLANDERS,,,,,,158,4,,,,GOOD,,2,,NON_FLOOD_ZONE,,True,,,,,
6458395,HOUSE,HOUSE,,,4,Flemish Brabant,Flanders,1600,,,FLANDERS,,,,,,,5,,True,,,,3,,,,,,8,,,
6458396,HOUSE,HOUSE,,195.0,4,Flemish Brabant,Flanders,1500,,,FLANDERS,,,,,,195,5,,,,,,,,,,,,,,,
6461355,HOUSE,HOUSE,,,4,West Flanders,Flanders,8310,Daverlostraat,,FLANDERS,,,0.0,0.0,0.0,,5,,,,GOOD,1955,2,,,GAS,True,,20,,True,
6463166,HOUSE,FARMHOUSE,,,7,Antwerp,Flanders,2990,,,FLANDERS,,,,,,,8,,,,,,4,,NON_FLOOD_ZONE,,,,,,True,
6465005,HOUSE,MANOR_HOUSE,,80.0,3,West Flanders,Flanders,8670,Westhinderstraat,,FLANDERS,,,0.0,0.0,0.0,80,,,,,AS_NEW,2016,3,,,,True,INSTALLED,4,,True,143
6465006,HOUSE,MANOR_HOUSE,,80.0,3,West Flanders,Flanders,8670,Westhinderstraat,,FLANDERS,,,0.0,0.0,0.0,80,,,,,AS_NEW,2016,3,,NON_FLOOD_ZONE,,True,INSTALLED,4,,True,143
6465008,HOUSE,MANOR_HOUSE,,80.0,3,West Flanders,Flanders,8670,Westhinderstraat,,FLANDERS,,,0.0,0.0,0.0,80,,,,,AS_NEW,2016,3,,NON_FLOOD_ZONE,,True,INSTALLED,4,,True,123
6465009,HOUSE,MANOR_HOUSE,,80.0,3,West Flanders,Flanders,8670,Westhinderstraat,,FLANDERS,,,0.0,0.0,0.0,80,,,,,AS_NEW,2016,3,,NON_FLOOD_ZONE,,True,INSTALLED,4,,True,129
6465010,HOUSE,MANOR_HOUSE,,80.0,3,West Flanders,Flanders,8670,Westhinderstraat,,FLANDERS,,,0.0,0.0,0.0,80,,,,,AS_NEW,2016,4,,NON_FLOOD_ZONE,,True,INSTALLED,4,,True,133
6465011,HOUSE,MANOR_HOUSE,,80.0,3,West Flanders,Flanders,8670,Westhinderstraat,,FLANDERS,,,0.0,0.0,0.0,80,,,,,AS_NEW,2016,3,,NON_FLOOD_ZONE,,True,INSTALLED,4,,True,102
6465012,HOUSE,MANOR_HOUSE,,80.0,3,West Flanders,Flanders,8670,Westhinderstraat,,FLANDERS,,,0.0,0.0,0.0,80,,,,,AS_NEW,2016,3,,,,True,INSTALLED,4,,True,102
6465013,HOUSE,MANOR_HOUSE,,80.0,3,West Flanders,Flanders,8670,Westhinderstraat,,FLANDERS,,,0.0,0.0,0.0,80,,,,,AS_NEW,2016,3,,NON_FLOOD_ZONE,,True,INSTALLED,4,,True,102
6465015,HOUSE,MANOR_HOUSE,,80.0,3,West Flanders,Flanders,8670,Westhinderstraat,,FLANDERS,,,0.0,0.0,0.0,80,,,,,AS_NEW,2016,3,,NON_FLOOD_ZONE,,True,INSTALLED,4,,True,102
6465016,HOUSE,MANOR_HOUSE,,80.0,3,West Flanders,Flanders,8670,Westhinderstraat,,FLANDERS,,,0.0,0.0,0.0,80,,,,,AS_NEW,2016,3,,NON_FLOOD_ZONE,,True,INSTALLED,4,,True,102
6465017,HOUSE,MANOR_HOUSE,,80.0,3,West Flanders,Flanders,8670,Westhinderstraat,,FLANDERS,,,0.0,0.0,0.0,80,,,,,AS_NEW,2016,3,,NON_FLOOD_ZONE,,True,INSTALLED,4,,True,102
6465018,HOUSE,MANOR_HOUSE,,80.0,3,West Flanders,Flanders,8670,Westhinderstraat,,FLANDERS,,,0.0,0.0,0.0,80,,,,,AS_NEW,2016,3,,NON_FLOOD_ZONE,,True,INSTALLED,4,,True,102
6465019,HOUSE,MANOR_HOUSE,,80.0,3,West Flanders,Flanders,8670,Westhinderstraat,,FLANDERS,,,0.0,0.0,0.0,80,,,,,AS_NEW,2016,3,,NON_FLOOD_ZONE,,True,INSTALLED,4,,True,102
6465020,HOUSE,MANOR_HOUSE,,80.0,3,West Flanders,Flanders,8670,Westhinderstraat,,FLANDERS,,,0.0,0.0,0.0,80,,,,,AS_NEW,2016,3,,NON_FLOOD_ZONE,,True,INSTALLED,4,,True,149
6465022,HOUSE,MANOR_HOUSE,,80.0,3,West Flanders,Flanders,8670,Westhinderstraat,,FLANDERS,,,0.0,0.0,0.0,80,,,,,AS_NEW,2016,3,,NON_FLOOD_ZONE,,True,INSTALLED,4,,True,120
6465023,HOUSE,MANOR_HOUSE,,80.0,3,West Flanders,Flanders,8670,Westhinderstraat,,FLANDERS,,,0.0,0.0,0.0,80,,,,,AS_NEW,2016,3,,,,True,INSTALLED,4,,True,120
6465024,HOUSE,MANOR_HOUSE,,80.0,3,West Flanders,Flanders,8670,Westhinderstraat,,FLANDERS,,,0.0,0.0,0.0,80,,,,,AS_NEW,2016,3,,NON_FLOOD_ZONE,,True,INSTALLED,4,,True,120
6465026,HOUSE,MANOR_HOUSE,,80.0,3,West Flanders,Flanders,8670,Westhinderstraat,,FLANDERS,,,0.0,0.0,0.0,80,,,,,AS_NEW,2016,3,,,,True,INSTALLED,4,,True,120
6465027,HOUSE,MANOR_HOUSE,,80.0,3,West Flanders,Flanders,8670,Westhinderstraat,,FLANDERS,,,0.0,0.0,0.0,80,,,,,AS_NEW,2016,3,,NON_FLOOD_ZONE,,True,INSTALLED,4,,True,120
6465028,HOUSE,MANOR_HOUSE,,80.0,3,West Flanders,Flanders,8670,Westhinderstraat,,FLANDERS,,,0.0,0.0,0.0,80,,,,,AS_NEW,2016,3,,NON_FLOOD_ZONE,,True,INSTALLED,4,,True,120
6465029,HOUSE,MANOR_HOUSE,,80.0,3,West Flanders,Flanders,8670,Westhinderstraat,,FLANDERS,,,0.0,0.0,0.0,80,,,,,AS_NEW,2016,3,,NON_FLOOD_ZONE,,True,INSTALLED,4,,True,119
6465030,HOUSE,MANOR_HOUSE,,80.0,3,West Flanders,Flanders,8670,Westhinderstraat,,FLANDERS,,,0.0,0.0,0.0,80,,,,,AS_NEW,2016,3,,,,True,INSTALLED,4,,True,118
6465031,HOUSE,MANOR_HOUSE,,80.0,3,West Flanders,Flanders,8670,Westhinderstraat,,FLANDERS,,,0.0,0.0,0.0,80,,,,,AS_NEW,2016,3,,,,True,INSTALLED,4,,True,126
6465032,HOUSE,MANOR_HOUSE,,80.0,3,West Flanders,Flanders,8670,Westhinderstraat,,FLANDERS,,,0.0,0.0,0.0,80,,,,,AS_NEW,2016,3,,,,True,INSTALLED,4,,True,122
6471033,HOUSE,HOUSE,,,3,West Flanders,Flanders,8310,Dampoortstraat,,FLANDERS,,,0.0,0.0,0.0,,4,,True,,GOOD,,1,,,,,,,,True,
6471034,HOUSE,HOUSE,,,3,West Flanders,Flanders,8310,Schijfstraat,,FLANDERS,,,0.0,0.0,0.0,,4,,,,,1998,3,,,GAS,True,,,,True,
6471035,HOUSE,HOUSE,,,3,West Flanders,Flanders,8200,Pierre Debbautstraat,,FLANDERS,,,0.0,0.0,0.0,,4,,,,,1971,,,,FUELOIL,,,17,,True,
6473244,HOUSE,HOUSE,,125.0,2,Liège,Wallonie,4257,,,WALLONIE,,,,,,125,,,,,TO_RENOVATE,,4,,NON_FLOOD_ZONE,,,NOT_INSTALLED,,,,
6478298,HOUSE,VILLA,,256.0,4,West Flanders,Flanders,8310,Doornhut,,FLANDERS,,,0.0,0.0,0.0,256,5,,,,GOOD,1976,,,,,True,,10,,,
6480859,HOUSE,HOUSE,599000,260.0,3,Brussels,Brussels,1190,,,BRUSSELS,,,,,,260,4,True,True,,GOOD,1760,2,,,GAS,True,SEMI_EQUIPPED,,,,
6487864,HOUSE,TOWN_HOUSE,,,3,Flemish Brabant,Flanders,1600,,,FLANDERS,,,,,,,4,,,,,,3,,,,,,9,,True,
6489863,HOUSE,HOUSE,,155.0,3,Liège,Wallonie,4360,,,WALLONIE,,,,,,155,,,True,,GOOD,,2,,NON_FLOOD_ZONE,FUELOIL,True,NOT_INSTALLED,9,,,
6493302,HOUSE,HOUSE,,171.0,4,West Flanders,Flanders,8300,,,FLANDERS,,,,,,171,5,,,,,1957,,,NON_FLOOD_ZONE,,,,,,True,
6493413,HOUSE,HOUSE,,200.0,3,Luxembourg,Wallonie,6987,,,WALLONIE,,,,,,200,,,,,GOOD,1988,4,,,GAS,True,INSTALLED,,,,
6494241,HOUSE,BUNGALOW,,,3,West Flanders,Flanders,8210,Fazantenlaan,,FLANDERS,,,0.0,0.0,0.0,,4,,,,,,,,,ELECTRIC,,,,,,
6495094,HOUSE,HOUSE,,193.0,3,Flemish Brabant,Flanders,1701,,,FLANDERS,,,,,,193,4,,True,,,,,,,,True,INSTALLED,,,True,
6495097,HOUSE,HOUSE,,,3,West Flanders,Flanders,8310,Wagnerstraat,,FLANDERS,,,0.0,0.0,0.0,,4,,,,GOOD,1942,,,,,,,,,True,
6499318,HOUSE,TOWN_HOUSE,,,3,Flemish Brabant,Flanders,1620,,,FLANDERS,,,,,,,4,,True,,,,,,,,,INSTALLED,20,,,
6499480,HOUSE,HOUSE,,175.0,3,West Flanders,Flanders,8420,,,FLANDERS,,,,,,175,4,,,,AS_NEW,1991,,,NON_FLOOD_ZONE,,,,,,True,
6499481,APARTMENT,APARTMENT,,100.0,2,West Flanders,Flanders,8370,,,FLANDERS,,,,,,100,3,,,,AS_NEW,2007,,,NON_FLOOD_ZONE,,,,,,True,
6501213,HOUSE,HOUSE,,,5,Flemish Brabant,Flanders,1600,,,FLANDERS,,,,,,,6,,,,GOOD,,3,,,,True,,,,,
6501214,HOUSE,HOUSE,,,3,Flemish Brabant,Flanders,1600,,,FLANDERS,,,,,,,4,,,,,,,,,,,,,,,
6501256,HOUSE,MANOR_HOUSE,,137.0,3,Flemish Brabant,Flanders,3210,,,FLANDERS,,,,,,137,4,,,,,,4,,NON_FLOOD_ZONE,FUELOIL,,,,,True,
6504724,APARTMENT,DUPLEX,,,3,West Flanders,Flanders,8000,Biezenstraat,,FLANDERS,,,0.0,0.0,0.0,,4,,,,,,2,,,,,,,,,
6505880,APARTMENT,APARTMENT,,,2,West Flanders,Flanders,8200,Magdalenastraat,,FLANDERS,,,0.0,0.0,0.0,,3,,,,GOOD,,2,,,,,,,,,
6506854,HOUSE,HOUSE,97000,,3,Limburg,Flanders,3640,,,FLANDERS,,,,,,,4,,True,,TO_RENOVATE,,4,,NON_FLOOD_ZONE,FUELOIL,,NOT_INSTALLED,,,,
6507762,HOUSE,HOUSE,,,4,West Flanders,Flanders,8200,Pastoriestraat,,FLANDERS,,,0.0,0.0,0.0,,5,,,,,,,,,,,,,,,
6508423,HOUSE,HOUSE,,,4,West Flanders,Flanders,8310,Baron Ruzettelaan,,FLANDERS,,,0.0,0.0,0.0,,5,,,,,,3,,,,,,,,,
6510088,HOUSE,HOUSE,,,3,West Flanders,Flanders,8020,Maciebergstraat,,FLANDERS,,,0.0,0.0,0.0,,4,,,,GOOD,,,,,,,,,,,
6510338,HOUSE,HOUSE,,,5,Liège,Wallonie,4050,,,WALLONIE,,,,,,,,,,,,,2,,,,,,,,,
6512648,HOUSE,HOUSE,,,2,Flemish Brabant,Flanders,1651,,,FLANDERS,,,,,,,3,,,,,,,,,,,,,,,
6512649,HOUSE,HOUSE,,,3,Flemish Brabant,Flanders,1651,,,FLANDERS,,,,,,,4,,,,,,,,,,,,19,,,
6516301,APARTMENT,APARTMENT,165000,,3,,,03180,,,,,,,,,,1,,,,AS_NEW,2016,,True,,GAS,True,HYPER_EQUIPPED,,,,
6516391,HOUSE,HOUSE,,192.0,3,West Flanders,Flanders,8020,Walbrugstraat,,FLANDERS,,,0.0,0.0,0.0,192,4,,,,,,4,,,,,,,,,
6517367,HOUSE,HOUSE,,,3,Flemish Brabant,Flanders,1600,,,FLANDERS,,,,,,,4,,True,,,,2,,,,,,,,,
